Rank	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS	FTPER	FGPER	THRPER	YEAR	CONF	SCHRANK
0	0.6	2.8	3.4	3.4	0.8	0.2	2.6	1.2	15.5	80	36.2962963	31.74603175	3	9	1
0	0.6	3.3	3.9	2	1.5	0	1.7	2.1	15.9	84.44444444	43.22033898	33.33333333	4	1	1
0	0.6	4.6	5.3	2.4	1	0.4	1.8	1.6	15.4	77.77777778	41.59292035	36.23188406	4	8	1
0	0.5	2.3	2.8	3.9	1	0.1	2.6	1.6	14.4	83.67346939	45.37037037	28.57142857	2	9	1
0	0.8	2.2	3	2.2	1.1	0.1	2.1	2.6	14.4	79.54545455	36.8	30.76923077	4	8	1
0	0.3	2.9	3.2	3.4	1.3	0.2	2	1.8	14.8	80	38.52459016	35.9375	2	4	1
0	0.4	2.7	3.1	2	1	0.2	1.8	2.2	13.2	85.71428571	41.9047619	38.7755102	1	9	1
0	0.9	2.4	3.3	2.2	0.8	0.1	1.9	2.3	14.8	80.55555556	40	40.35087719	4	9	1
0	0.5	2.4	2.9	3.7	1.1	0	3.2	2.4	14.7	76.74418605	41.80327869	30.76923077	3	9	1
0	0.6	4	4.6	3.6	1.1	0.1	2.2	1.4	13.8	81.25	42.59259259	37.73584906	3	9	1
0	0.6	3.9	4.5	4.2	1.4	0.1	1.7	2.2	13.8	66.66666667	50.4950495	40	2	9	1
0	1.3	3.3	4.6	2.4	1.3	0.5	1.1	2	14.7	75	46.49122807	39.21568627	4	9	1
0	0.3	1.3	1.5	1.5	1.2	0.1	0.9	1.3	13.8	66.66666667	46.36363636	42.02898551	4	9	1
0	0.8	3.6	4.4	2.6	1	0.1	2.3	1.7	14.6	72.72727273	41.86046512	29.78723404	2	8	1
88	0.4	3.6	4	5.2	1.2	0.3	2.8	2.6	14.1	79.66101695	42.70833333	38.70967742	2	3	1
0	0.3	2.1	2.4	5.2	1.3	0.1	2.3	2.2	16.1	80.55555556	42.06349206	41.26984127	4	8	1
0	0.6	3.5	4.1	1.3	1.2	0.2	1.8	1.7	14.6	76.66666667	39.83739837	38.70967742	2	9	1
0	0.5	3.2	3.6	2	0.4	0.1	2	1.4	13.7	84.61538462	35.0877193	36.92307692	4	9	1
0	1	1.8	2.8	1.8	1.1	0.1	2.3	2.2	14.1	73.33333333	43.39622642	40	2	9	1
0	0.6	2.6	3.2	2.2	1.2	0.2	1.7	2.8	14.1	81.81818182	40.16393443	38.0952381	2	9	1
0	3	4.7	7.7	2.1	1.7	0.8	2.2	2.8	13.3	58.92857143	51.04166667	16.66666667	4	9	1
0	0.5	3.3	3.8	3.3	0.8	0.1	1.3	2.3	13.3	82.05128205	46.51162791	44.44444444	4	9	1
0	1.4	3.9	5.3	2.1	0.8	0.4	1.6	2.1	15	73.52941176	49.52380952	44.44444444	4	7	1
0	0.3	2.4	2.7	3.1	0.9	0.3	1.8	1.7	14	76.66666667	42.85714286	39.21568627	4	9	1
0	0.8	3.4	4.2	4.7	1.5	0.2	1.7	2.1	13.2	82.14285714	45.09803922	37.20930233	4	9	1
0	0.8	2.9	3.7	4.2	1.3	0.1	3.7	2.5	15.4	76.11940299	38.79310345	30.95238095	3	9	1
0	0.4	1.9	2.3	3	1.5	0.2	1.7	2.1	14.4	74.07407407	46.21848739	36.58536585	4	9	1
0	1.5	3	4.5	1.4	0.6	0.3	1.8	1.8	14.9	78.94736842	44	38.0952381	4	9	1
0	1.6	3.6	5.2	2.9	0.7	0	3.1	2.2	15.9	71.66666667	51.37614679	33.33333333	1	9	1
0	0.5	1.7	2.3	3.7	0.7	0.1	1.6	2.6	14.9	83.33333333	43.85964912	38.7755102	3	9	1
0	1.6	3.1	4.7	0.7	0.4	0.2	1.9	1.8	13.6	74.28571429	45	45.45454545	2	2	1
0	0.3	2.7	3	1.5	0.4	0.1	1.3	2.8	14.4	77.14285714	46.80851064	44.7761194	3	7	1
0	3.2	7.6	10.7	2	0.6	0.1	2.7	2.3	17	49.09090909	57.5	31.81818182	4	9	1
0	0.4	2.3	2.6	1.9	1	0.3	2.6	2.4	13.5	82.5	36.44859813	35.29411765	1	9	1
