Player,Class,Season,Pos,School,Conf,G,MP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTPER,FGPER,3PPER
Julyan Stone\julyan-stone-1,SR,2010-11,G,Texas-El Paso,CUSA,35,36.5,1.2,6.3,7.5,5.3,1.5,0.6,1.9,2.4,8.5,55,50,26.66666667
G.W. Boon\gw-boon-1,SR,2010-11,G,Bucknell,Patriot,34,20.4,1.1,2.7,3.8,0.6,0.3,0.2,0.8,2.3,8.7,85.71428571,42.02898551,36.36363636
Aaron Pogue\aaron-pogue-1,JR,2010-11,F,Cleveland State,Horizon,36,25.1,2.5,3.6,6.1,0.7,0.7,0.6,1.9,3.9,8.2,51.2195122,51.66666667,0
Kevin Winford\kevin-winford-1,SO,2010-11,G,Eastern Washington,Big Sky,30,26.4,0.3,0.8,1.1,1,0.6,0.1,0.9,2.1,9.9,78.57142857,37.93103448,35.48387097
Kidani Brutus\kidani-brutus-1,JR,2010-11,G,Manhattan,MAAC,31,31.5,0.5,2.2,2.7,1.8,1.1,0.2,2.3,2.7,9.5,80,41.02564103,39.21568627
Jeffrey Forbes\jeffrey-forbes-1,SO,2010-11,G,Eastern Washington,Big Sky,30,31.8,0.5,2,2.6,2,0.8,0.1,1.6,1.6,9.8,90,41.33333333,40
Marcus Kitts\marcus-kitts-1,SR,2010-11,F,William & Mary,CAA,32,24.2,1.8,4,5.8,0.8,0.5,1.9,2.1,3.1,9.2,48.71794872,56.06060606,0
Brett Mcknight\brett-mcknight-1,SR,2010-11,F,Akron,MAC,29,17.9,0.7,2.3,3,0.8,0.6,0.1,0.9,2.4,10.2,75,45.67901235,37.03703704
Hugh Mingo\hugh-mingo-1,JR,2010-11,G,Louisiana-Monroe,Sun Belt,31,33.5,0.7,4.1,4.7,1.3,1.4,0.1,1.9,2.7,9.5,64.28571429,37.89473684,30.6122449
Tracy Smith\tracy-smith-1,SR,2010-11,F,North Carolina State,ACC,21,27.7,2.3,3.4,5.7,0.9,0.5,0.6,1.7,2.3,14,70.21276596,49.5412844,0
Rashad Bishop\rashad-bishop-1,SR,2010-11,F,Cincinnati,Big East,35,26.6,1.1,2.4,3.5,1.7,1,0.6,1.1,1.4,8.4,81.25,40.84507042,37.5
Eric Carlson\eric-carlson-1,JR,2010-11,F,North Dakota State,Summit,29,23.8,1.7,2.8,4.5,1.7,0.6,0.2,2.2,2.7,10.1,62.16216216,47.56097561,0
Aaron Carter\aaron-carter-1,SR,2010-11,G,Indiana State,MVC,34,22.9,0.9,1.9,2.9,0.8,0.6,0.5,1.3,2.4,8.6,86.36363636,38.23529412,35.71428571
Aloysius Henry\aloysius-henry-1,JR,2010-11,F,North Carolina-Greensboro,Southern,31,22.4,1.4,3.4,4.8,0.3,0.4,0.5,1.8,3.1,9.5,63.63636364,43.42105263,0
Terrence Joyner\terrence-joyner-1,JR,2010-11,G,Mississippi Valley State,SWAC,29,25.1,0.8,1.7,2.5,2.1,1.3,0,2.6,2.7,10.1,82.14285714,34.44444444,37.77777778
Christian Kabongo\christian-kabongo-1,FR,2010-11,G,New Mexico State,WAC,33,25.7,0.7,2.2,2.9,2.5,0.8,0.1,2.5,1.9,8.9,66.66666667,37.17948718,17.39130435
Mike Meyers Keitt\mike-meyers-keitt-1,JR,2010-11,F,Monmouth,NEC,29,25.4,1,2.7,3.7,1.4,0.8,0.2,1.8,1.3,10.1,70.37037037,42.5,36.11111111
Pooh Williams\pooh-williams-1,SR,2010-11,G-F,Utah State,WAC,34,25.9,0.1,1.5,1.6,2.2,0.2,0.1,1.4,1.9,8.6,80,38.35616438,36.58536585
Jordan Campbell\jordan-campbell-1,SR,2010-11,G-F,Belmont,A-Sun,35,21.3,1,2.1,3.1,2.2,1.4,0.4,1.1,1.9,8.4,62.5,48.27586207,45.83333333
Sam Goodman\sam-goodman-1,SR,2010-11,G,Morehead State,OVC,35,27.1,1.9,2.1,4,1.7,1.3,0.2,1.5,2.9,8.3,62.06896552,48.4375,38.46153846
Jeremy Simmons\jeremy-simmons-1,SR,2010-11,F,College of Charleston,Southern,22,30.8,2.9,3.4,6.2,1,0.7,1.3,1.9,2.5,13.3,71.11111111,60.97560976,0
Noah States\noah-states-1,SR,2010-11,F,Furman,Southern,28,24.1,0.8,3.8,4.6,1.8,0.4,0.8,1.6,3.1,10.4,77.77777778,50.66666667,46.875
Adrian Bowie\adrian-bowie-1,SR,2010-11,G,Maryland,ACC,33,24.9,0.8,2.2,3,3.5,1.1,0.2,1.8,2,8.8,78.57142857,46.77419355,34.7826087
Aaron (Gordo) Castillo\aaron-gordo-castillo-1,SR,2010-11,G,New Mexico State,WAC,32,26.7,0.7,2,2.7,0.9,0.7,0.1,1,1.7,9.1,86.66666667,42.42424242,40.38461538
Phillip Thomas\phillip-thomas-1,SR,2010-11,F,Portland State,Big Sky,30,20.9,1,2.2,3.2,0.1,0.3,0.3,1.6,2.5,9.7,80.55555556,50,0
Nikola Bundalo\nikola-bundalo-1,SR,2010-11,C,Southern Illinois-Edwardsville,Ind,29,23.9,1.8,4.2,6,0.2,0.4,1,2.2,3.1,10,71.42857143,58.33333333,0
Chris Early\chris-early-1,JR,2010-11,F,Chattanooga,Southern,31,24,1.5,4.8,6.3,1,0.7,0.2,1.8,3,9.3,62.06896552,45.20547945,31.03448276
Josh Harrellson\josh-harrellson-1,SR,2010-11,F,Kentucky,SEC,38,28.5,3.7,5,8.7,0.8,0.9,1.5,0.7,2.4,7.6,60,60,33.33333333
Joe Hoban\joe-hoban-1,SR,2010-11,G,Colgate,Patriot,29,29.1,1,3.3,4.3,3,1.6,0.1,2.8,3,10,70.37037037,41.46341463,33.33333333
Kevin Parrom\kevin-parrom-1,SO,2010-11,G-F,Arizona,Pac-10,38,20.1,1.1,2.4,3.4,2,0.6,0.3,1.1,1.6,7.6,72.22222222,50,41.66666667
Corey Walden\corey-walden-1,FR,2010-11,C,Stetson,A-Sun,24,32.5,0.7,2.6,3.3,3.3,2.3,0.2,3.2,3.3,12,84.84848485,43.82022472,34.88372093
Brock Young\brock-young-1,SR,2010-11,G,East Carolina,CUSA,30,26.2,0.1,2.4,2.5,4.4,1.1,0,2.6,1.7,9.6,76.19047619,36,32.35294118
Djibril Thiam\djibril-thiam-1,SR,2010-11,F,Wyoming,MWC,30,26.5,1.6,3,4.6,0.5,1.2,1.5,1.6,2.3,9.6,62.5,53.03030303,33.33333333
Antonio Barton\antonio-barton-1,FR,2010-11,G,Memphis,CUSA,35,24.6,0.4,2.1,2.5,1.7,0.7,0.2,1.3,1.7,8.2,66.66666667,46.55172414,44.44444444
Darryl Evans\darryl-evans-1,SR,2010-11,G,Furman,Southern,33,30.7,0.5,2.5,3,3.5,1.2,0.2,2,2,8.7,66.66666667,45,35.48387097
LaDaris Green\ladaris-green-1,SO,2010-11,F,Kennesaw State,A-Sun,30,28.5,3.6,4.9,8.5,1.5,0.8,1.8,2.1,3.1,9.6,66.66666667,49.36708861,31.81818182
Shaquille Johnson\shaquille-johnson-1,JR,2010-11,G,Marshall,CUSA,33,26.1,0.7,2.2,2.9,2,0.8,0.2,2,2.5,8.7,68.42105263,39.70588235,29.16666667
Harrison Smith\harrison-smith-1,SR,2010-11,G,Texas Southern,SWAC,25,27.5,1.2,2.1,3.4,0.8,1.3,0.2,1.4,2.3,11.5,63.04347826,39.13043478,29.54545455
Luis Jacobo\luis-jacobo-1,FR,2010-11,F,Stetson,A-Sun,31,28.6,1.2,2.8,4,0.9,0.8,0.5,1.6,2.7,9.2,72.22222222,44.30379747,31.03448276
Jeremy Mixon\jeremy-mixon-1,JR,2010-11,G,IPFW,Summit,29,21.1,0.6,1.7,2.3,1.8,0.6,0.3,1.5,1.6,9.9,80.76923077,42.5,40
Dishawn Bradshaw\dishawn-bradshaw-1,JR,2010-11,G,Maryland-Eastern Shore,MEAC,31,25,0.6,1.6,2.2,1.4,0.6,0,1.3,1.9,9.2,75,37.97468354,28.88888889
Kendrick McDonald\kendrick-mcdonald-1,JR,2010-11,G,Alcorn State,SWAC,28,26,0.4,2.4,2.8,1.8,0.8,0,3,1.5,10.2,71.42857143,34.44444444,37.03703704
Jesse Berry\jesse-berry-1,FR,2010-11,G,Ball State,MAC,32,24,0.3,1.3,1.6,1.3,0.3,0.1,1.3,1.1,8.9,70.37037037,38.57142857,32.60869565
Shawn Henderson\shawn-henderson-1,SR,2010-11,G,Idaho,WAC,32,28.9,1.2,3.5,4.7,2.8,1.1,0,1.9,2.1,8.9,68.42105263,39.28571429,33.33333333
Matt Mouzy\matt-mouzy-1,SR,2010-11,G,Arkansas-Little Rock,Sun Belt,36,18.6,0.1,1.5,1.6,0.6,0.2,0.1,0.8,0.9,7.9,100,39.13043478,37.03703704
D.J. Richardson\dj-richardson-1,SO,2010-11,G,Illinois,Big Ten,34,26.8,0.3,1.5,1.8,1.9,0.7,0.2,1.1,1.9,8.4,70,41.66666667,38.0952381
Ryan Brimley\ryan-brimley-1,SR,2010-11,G,Southern Utah,Summit,30,23.4,0.5,1.6,2.1,1,0.5,0.1,1.2,2,9.4,80,35.36585366,36.17021277
Malik Cook\malik-cook-1,JR,2010-11,F,South Carolina,SEC,30,25.8,2.9,3.5,6.4,0.7,1.5,0.5,1.6,2.9,9.4,80,44.59459459,31.25
La'Ryan Gary\laryan-gary-1,SR,2010-11,G-F,Louisiana-Lafayette,Sun Belt,28,20.5,1.5,1.5,3,1,0.9,0.6,1.9,2.7,10.1,77.77777778,47.88732394,31.57894737
Chris Martin\chris-martin-2,JR,2010-11,G,Wagner,NEC,29,29,0.3,2.4,2.7,3.6,1,0.1,2.8,3.7,9.8,71.42857143,40.54054054,40.47619048
Kareem Nitoto\kareem-nitoto-2,JR,2010-11,G,UC-Riverside,Big West,29,30.4,0.3,2.9,3.2,3.6,0.8,0.2,2.5,2,9.8,77.14285714,38.66666667,35.29411765
Kyle Randall\kyle-randall-1,SO,2010-11,G,North Carolina-Greensboro,Southern,30,31.8,0.5,1.8,2.3,3.4,0.7,0,2.3,1.8,9.4,76,36.26373626,32.25806452
Alberto Estwick\alberto-estwick-1,JR,2010-11,G,Fordham,A-10,28,31.6,1.4,2.5,3.9,2,0.5,0.2,1.7,2.3,10.1,60,39.58333333,35.8490566
Rihards Kuksiks\rihards-kuksiks-1,SR,2010-11,G-F,Arizona State,Pac-10,27,27.3,0.6,2.1,2.7,1.8,0.8,0.3,1.1,2.3,10.4,76.92307692,40.47619048,39.39393939
Matt Massey\matt-massey-1,JR,2010-11,C,Southern Utah,Summit,30,24.2,1.6,1.7,3.3,1.2,0.5,0.3,1.9,2.9,9.4,72.4137931,55.38461538,20
Kenderek Washington\kenderek-washington-1,JR,2010-11,G-F,Alabama State,SWAC,32,23.7,1.8,2.6,4.4,0.8,0.7,0.3,1.6,2.1,8.8,64.51612903,42.25352113,33.33333333
James Beatty\james-beatty-1,SR,2010-11,G,Rutgers,Big East,32,32.1,0.7,2.3,2.9,3.1,1.7,0.2,1.5,2.5,8.8,75,39.7260274,36.36363636
Darryl Shazier\darryl-shazier-1,SR,2010-11,G,Bucknell,Patriot,34,31.9,0.4,3.2,3.6,5.4,1.3,0,1.5,2.1,8.3,77.27272727,40.57971014,33.33333333
Travis Bureau\travis-bureau-1,SR,2010-11,G,Louisiana-Lafayette,Sun Belt,27,29,1.8,5,6.9,1.4,0.7,0.9,1.7,2.1,10.4,61.29032258,50.66666667,39.13043478
Mike Coburn\mike-coburn-1,SR,2010-11,G,Rutgers,Big East,32,33.1,0.3,1.5,1.9,4,1.4,0.3,2,2.4,8.8,63.63636364,43.66197183,33.33333333
Idris Hilliard\idris-hilliard-1,SR,2010-11,F,Saint Joseph's,A-10,33,31.3,1.3,3.4,4.7,1.6,0.5,0.3,1.4,2.6,8.5,75,50.76923077,30
Deremy Geiger\deremy-geiger-1,JR,2010-11,G,Idaho,WAC,32,27.5,0.2,2.5,2.7,2.6,0.8,0.1,1.8,1.7,8.7,88.46153846,31.57894737,32
Kendrick Harris\kendrick-harris-1,SR,2010-11,G,Lamar,Southland,27,23.7,0.4,1.7,2.1,3,1,0,2.4,2.6,10.3,66.66666667,42.85714286,40
Kendrick Hogans\kendrick-hogans-1,JR,2010-11,F,North Texas,Sun Belt,33,24.9,1.4,2.3,3.7,0.8,0.5,0.9,1.5,3.2,8.5,53.125,57.62711864,0
Ed Nixon\ed-nixon-1,SR,2010-11,G,Virginia Commonwealth,CAA,40,25,1,1.6,2.6,1.9,1.2,0.4,1.5,2.6,7,75,40.98360656,34.7826087
Mark Rutledge\mark-rutledge-1,JR,2010-11,G-F,Central Arkansas,Southland,29,29.8,1.2,3.1,4.2,2,0.8,0.2,2,2.1,9.6,59.45945946,42.30769231,30.76923077
Bernard Toombs\bernard-toombs-1,SR,2010-11,C,Troy,Sun Belt,29,28.4,2.9,6.4,9.2,0.7,0.8,1.6,1.3,2.9,9.6,57.14285714,51.94805195,0
Tramaine Butler\tramaine-butler-1,JR,2010-11,G,Alabama State,SWAC,26,26.1,1.2,2.6,3.8,1.5,1.7,0.2,2.1,2.8,10.7,52.27272727,35.9223301,26.31578947
Phil Gary\phil-gary-1,SR,2010-11,G,Florida International,Sun Belt,29,29.9,0.7,1.6,2.2,3.3,1.6,0.2,1.9,2.6,9.6,67.34693878,45.16129032,34.7826087
Ty Proffitt\ty-proffitt-1,JR,2010-11,G,Morehead State,OVC,35,32,0.7,1.4,2.1,1.7,0.7,0,1.2,1.8,7.9,81.25,38.80597015,38.46153846
Dwayne Smith\dwayne-smith-1,SO,2010-11,F,George Washington,A-10,30,22.8,2.7,2.4,5.1,1,0.9,0.8,1.8,2.2,9.3,59.25925926,39.77272727,31.57894737
Tim Steed\tim-steed-1,JR,2010-11,G,Fresno State,WAC,26,24.7,1.9,2.5,4.4,1.9,0.7,0.5,2.2,1.5,10.7,56.75675676,50.63291139,46.15384615
Tim Toler\tim-toler-1,JR,2010-11,F,Northern Illinois,MAC,28,27,1,4.5,5.5,1.4,0.4,0.4,1.7,2.1,9.9,72.72727273,46.51162791,38.70967742
Alfred Jones\alfred-jones-jr-1,SR,2010-11,F,Tennessee Tech,OVC,33,22.9,2.2,2.5,4.7,0.5,0.7,0.5,0.9,2.5,8.4,57.89473684,64.28571429,0
Kenyon McNeaill\kenyon-mcneaill-1,FR,2010-11,G,Louisiana Tech,WAC,32,29.4,0.3,2.5,2.8,2.4,1.2,0,2.8,2.4,8.7,73.07692308,35.52631579,34.14634146
Kenny Mitchell\kenny-mitchell-1,SO,2010-11,F,Charleston Southern,Big South,32,20.6,1.9,3.2,5.1,0.6,0.8,0.4,1.6,3,8.7,65.51724138,48.57142857,0
Justin Fry\justin-fry-1,SR,2010-11,F,Maryland-Baltimore County,AEC,30,26.7,2.2,3.8,6,1.3,0.6,0.5,1.5,2.5,9.2,75.86206897,47.2972973,25
Lijah Thompson\lijah-thompson-1,SO,2010-11,F-C,Robert Morris,NEC,32,20.3,2.2,2.2,4.4,0.6,0.7,0.7,1.2,2.9,8.6,76.92307692,55,0
Luiz Toledo\luiz-toledo-1,JR,2010-11,F,Idaho,WAC,30,27.1,1.9,2.5,4.4,0.5,0.5,0.4,1.7,2.3,9.2,65.625,53.03030303,0
Art Steward\art-steward-1,JR,2010-11,F,Montana,Big Sky,32,25.1,1.5,2.1,3.6,1.2,0.8,0.3,1.3,2.2,8.6,66.66666667,49.20634921,40
Kevin White\kevin-white-1,SR,2010-11,G,Maryland-Eastern Shore,MEAC,31,30.5,0.5,1.5,2.1,5.2,1.2,0.1,3.4,2.4,8.8,74.19354839,36.66666667,14.28571429
Griffan Callahan\griffan-callahan-1,JR,2010-11,G,South Dakota State,Summit,31,26.1,1.5,3,4.5,0.9,1.1,0.2,0.6,2.8,8.8,94.11764706,45,43.90243902
Robert Olson\robert-olson-1,SO,2010-11,G,Loyola (MD),MAAC,30,25.2,0.9,2.1,3,1.9,1,0.1,1.3,2.7,9.1,80,44.11764706,41.66666667
Aleek Pauline\aleek-pauline-1,SR,2010-11,G,Norfolk State,MEAC,31,36.2,0.8,3,3.8,5.4,1.5,0.1,3.6,2.7,8.8,66.66666667,40.90909091,31.25
Hugh Robertson\hugh-robertson-1,JR,2010-11,G,South Florida,Big East,33,30.1,1.1,3.2,4.3,1.8,1,0.3,1.5,2.3,8.3,68.18181818,39.7260274,30.76923077
Johnny Thomas\johnny-thomas-1,JR,2010-11,F,Marshall,CUSA,30,24.8,2,2.5,4.5,0.6,0.6,0.7,0.6,1.7,9.1,70.58823529,52.11267606,27.77777778
Derek Thompson\derek-thompson-2,SO,2010-11,G,Eastern Michigan,MAC,29,23.6,0.3,2.2,2.5,1.1,0.6,0.1,1.4,1.7,9.4,61.53846154,35.22727273,36.92307692
Daylon Guy\daylon-guy-1,FR,2010-11,G,Arkansas-Little Rock,Sun Belt,36,21.3,0.2,1.9,2.1,2,1,0.1,1.3,1.4,7.6,78.94736842,37.5,37.5
Rory Spencer\rory-spencer-1,SR,2010-11,F,Georgia Southern,Southern,29,23.4,1.7,3.4,5.1,0.8,0.8,1.2,2,3.2,9.4,69.56521739,47.69230769,0
Jarrid Famous\jarrid-famous-1,SR,2010-11,F-C,South Florida,Big East,31,20.8,2.4,3,5.4,0.4,0.3,0.5,1.4,1.9,8.7,75,50.79365079,0
Toney McCray\toney-mccray-1,JR,2010-11,G,Nebraska,Big 12,32,22.5,1.1,3.2,4.3,1.3,1,0.2,1.9,2.2,8.5,62.5,45.71428571,40.74074074
Brady Morningstar\brady-morningstar-1,SR,2010-11,G,Kansas,Big 12,38,27.6,0.6,1.7,2.2,3.3,1.4,0.2,1.2,1.8,7.1,77.77777778,50,39.28571429
Eddie Rios\eddie-rios-1,JR,2010-11,G,Texas State,Southland,30,23.8,0.4,1.6,2,2,1,0,1.6,1.9,9,68.75,38.0952381,34.04255319
Sheldon Strickland\sheldon-strickland-1,FR,2010-11,G,Charleston Southern,Big South,32,25.3,0.7,1.3,1.9,2.3,1.2,0,2,1.9,8.5,78.94736842,40.57971014,41.17647059
Korey VanDussen\korey-vandussen-1,SO,2010-11,G,North Carolina-Greensboro,Southern,31,26,1.1,1.9,3,2.3,1.2,0.1,1.6,2.3,8.7,75,43.66197183,37.93103448
Terence Grier\terence-grier-1,SR,2010-11,G,Fairleigh Dickinson,NEC,22,28.4,0.9,1.7,2.6,2,1,0.1,1.8,1.5,12.2,45.94594595,42.98245614,32
Calvin Haynes\calvin-haynes-1,SR,2010-11,G,Oregon State,Pac-10,29,23.4,0.8,2.4,3.1,2.1,1.2,0.1,2.2,1.5,9.3,79.41176471,40.54054054,26.08695652
Travis King\travis-king-1,SR,2010-11,G,Maryland-Baltimore County,AEC,30,23.5,0.3,2.1,2.4,0.5,0.9,0.1,1,1.7,8.9,85.71428571,47.61904762,41.46341463
Moustapha Diarra\moustapha-diarra-1,SR,2010-11,C,San Francisco,WCC,34,16.2,1.8,1.7,3.5,0.5,0.2,0.9,1.6,2.3,7.8,56.52173913,50,0
Louis Ellis\louis-ellis-1,JR,2010-11,G,Northwestern State,Southland,30,21.1,0.9,1.3,2.3,1.6,1.4,0.2,1.6,1.6,8.8,61.53846154,40.78947368,36.73469388
O.J. Avworo\oj-avworo-2,SR,2010-11,G,Navy,Patriot,31,28.5,0.4,2.5,2.8,3.5,1.3,0.1,2.6,2.9,8.5,68.96551724,41.50943396,16.66666667
Brett Royster\brett-royster-1,SR,2010-11,F,Florida Atlantic,Sun Belt,32,30.2,1.8,4.2,6,0.3,0.4,3,1.3,3,8.3,57.5,58.82352941,0
Isaac Sosa\isaac-sosa-1,JR,2010-11,G,Central Florida,CUSA,33,25.3,0.2,1.5,1.8,0.7,0.5,0.1,1,1,8,72.72727273,40.90909091,39.13043478
Trevor Deloach\trevor-deloach-1,JR,2010-11,G,North Carolina-Wilmington,CAA,30,21.2,2,2.7,4.7,0.9,0.6,0.1,1.4,1,8.8,73.68421053,46.47887324,42.10526316
R.J. Griffin\rj-griffin-1,SO,2010-11,G,Dartmouth,Ivy,28,29.1,0.4,2.3,2.6,0.8,1,0.2,1.4,2.2,9.4,77.77777778,37.34939759,28.94736842
Curtis Kelly\curtis-kelly-1,SR,2010-11,F,Kansas State,Big 12,25,25.4,2.2,3.3,5.5,1.6,0.8,1.3,2.6,3,10.5,52.94117647,53.08641975,0
Robert Lewandowski\robert-lewandowski-1,JR,2010-11,F,Texas Tech,Big 12,31,23.5,1.3,3.5,4.8,0.9,0.3,0.9,1,2.6,8.5,75,54.54545455,0
Dustin Ware\dustin-ware-1,JR,2010-11,G,Georgia,SEC,33,33.2,0.2,2.7,2.9,3.5,0.9,0.1,1.2,1.5,8,80,44.23076923,42.5
Kore White\kore-white-2,SO,2010-11,F,Florida Atlantic,Sun Belt,32,22.7,1.8,3.2,5,0.9,0.7,1,1.5,2.9,8.2,47.61904762,48.61111111,33.33333333
Garrius Adams\garrius-adams-1,SO,2010-11,G,Miami (FL),ACC,36,28.2,1,2.6,3.7,1.8,1,0.2,1.7,1.9,7.3,66.66666667,38.0952381,31.25
Melvin Goins\melvin-goins-2,SR,2010-11,G,Tennessee,SEC,33,27.2,1,2.1,3.1,2.8,1.7,0.1,1.8,1.8,7.9,75.86206897,37.87878788,29.16666667
Paris Horne\paris-horne-1,SR,2010-11,G,St. John's (NY),Big East,33,28,1.4,1.5,2.9,1.6,1,0.2,1.4,2.7,7.9,64,45.16129032,38.0952381
Anthony Jones\anthony-jones-2,JR,2010-11,F,Baylor,Big 12,31,29.8,1.4,3.9,5.3,0.9,0.6,0.4,1.5,1.3,8.5,80.95238095,51.78571429,39.13043478
Brandon Moore\brandon-moore-4,SR,2010-11,F,Mercer,A-Sun,22,26.1,1.9,4.6,6.5,1,0.9,1,2.6,2.9,11.9,66,47.72727273,12.5
Allen Roberts\allen-roberts-1,SO,2010-11,G,Miami (OH),MAC,33,24,0.5,1.9,2.5,1.3,0.5,0.2,2.1,2.1,7.9,77.27272727,43.75,31.81818182
Jareal Smith\jareal-smith-1,FR,2010-11,G,Radford,Big South,28,22.9,0.6,1.6,2.1,2,0.8,0,3,1.9,9.4,72.5,35.36585366,30.76923077
Troy Tabler\troy-tabler-1,SR,2010-11,G,Wright State,Horizon,24,32.9,0.2,2.6,2.8,1.8,1.2,0.1,2,2,10.9,86.66666667,36.26373626,32.14285714
DeAntre Jefferson\deantre-jefferson-1,SR,2010-11,F,Chattanooga,Southern,32,21.3,2,4.5,6.4,0.7,0.3,0.4,1.7,2.7,8.2,57.14285714,65.90909091,0
Ja'Rob McCallum\jarob-mccallum-1,SO,2010-11,G,Milwaukee,Horizon,33,23.6,0.2,1.6,1.9,0.8,0.6,0,1.5,1.8,7.9,69.23076923,37.33333333,32.5
Lance Pevehouse\lance-pevehouse-1,SR,2010-11,G,Sam Houston State,Southland,30,30.8,1.1,2.9,4,2.4,1.3,0.4,0.7,1.9,8.7,81.81818182,35.80246914,30.3030303
Kyle Cassity\kyle-cassity-1,JR,2010-11,G,Saint Louis,A-10,31,31.5,0.2,2.1,2.3,3.4,1,0.1,1.4,1.7,8.4,69.23076923,43.05555556,34.14634146
Delino Dear\delino-dear-1,FR,2010-11,F-C,Toledo,MAC,32,25.2,1.8,3.3,5,0.5,0.3,0.7,1.7,2.5,8.1,51.42857143,45.71428571,0
Curry McKinney\curry-mckinney-1,SR,2010-11,G,Eastern Illinois,OVC,29,32.1,0.6,3.7,4.3,2.7,1.4,0.1,2.3,2,9,64.70588235,35.48387097,30
Durann Neil\durann-neil-1,JR,2010-11,G,Longwood,Ind,30,30.4,0.3,1.7,2,2.9,1,0,2.1,2.3,8.7,68,34.93975904,30.23255814
James Rahon\james-rahon-2,SO,2010-11,G,San Diego State,MWC,37,21.6,0.4,1.2,1.6,0.8,0.4,0,0.5,1.5,7,63.63636364,42.10526316,42.42424242
Mike Cavataio\mike-cavataio-1,JR,2010-11,G,Holy Cross,Patriot,29,29.7,1.8,3.6,5.4,2.3,0.7,0.3,1.6,1.8,8.9,73.91304348,41.66666667,22.22222222
Kelvin McConnell\kelvin-mcconnell-1,SR,2010-11,G,Kennesaw State,A-Sun,31,31.5,0.3,1,1.3,1.9,0.7,0,1.6,2,8.4,87.5,38.23529412,38.29787234
Stefan Perunicic\stefan-perunicic-1,JR,2010-11,G-F,St. Francis (NY),NEC,30,27.5,0.6,1.9,2.5,0.8,0.6,0.4,1.1,2.8,8.6,78.57142857,35.8974359,33.33333333
Ashen Ward\ashen-ward-1,JR,2010-11,G,Youngstown State,Horizon,29,27.6,1.1,2.2,3.3,1.8,0.7,0.1,1.6,2.1,8.9,64.28571429,37.20930233,32.0754717
Josh Bedwell\josh-bedwell-1,SR,2010-11,G,Samford,Southern,31,23.2,0.5,2.1,2.5,1.7,0.8,0,1.3,1.4,8.3,90,47.16981132,42.10526316
Travis Hallam\travis-hallam-1,JR,2010-11,G,Denver,Sun Belt,30,35.7,0.5,2.9,3.5,2.7,1,0.3,1.8,2.3,8.6,70.58823529,45.45454545,43.33333333
Kenny Harris\kenny-harris-3,JR,2010-11,F-G,Evansville,MVC,31,26.1,1.7,4.3,5.9,1.4,1.2,0.5,1.7,2.7,8.3,66.66666667,38.80597015,21.42857143
Candon Rusin\candon-rusin-1,SO,2010-11,G,Marist,MAAC,33,24.4,0.3,1.4,1.7,0.7,0.4,0,1.8,1.9,7.8,80,36.61971831,31.81818182
Duro Bjegovic\duro-bjegovic-1,SR,2010-11,F,Sacramento State,Big Sky,28,27.2,1,4.3,5.4,1.5,0.5,0.3,2.1,1.6,9.2,64.28571429,41.17647059,36.84210526
A.J. Hardeman\aj-hardeman-1,JR,2010-11,F,New Mexico,MWC,34,22.5,1.8,2.6,4.4,0.6,0.6,0.6,1.5,3,7.6,64,50.84745763,0
Lorne Merthie\lorne-merthie-1,JR,2010-11,G,Campbell,A-Sun,23,29.8,0.3,2.3,2.7,2.7,1.3,0,1.1,1.7,11.2,63.63636364,41.57303371,42.10526316
Ken Rancifer\ken-rancifer-1,SO,2010-11,F,San Diego,WCC,30,20.9,0.8,1.9,2.7,0.7,0.4,0.4,1.8,2.1,8.6,54.54545455,43.05555556,37.5
Michael Culpo\michael-culpo-1,JR,2010-11,G,Long Island University,NEC,33,21.5,1.2,2.1,3.3,0.6,0.6,0.1,0.8,1.1,7.8,64.28571429,41.93548387,41.02564103
Devin Ginty\devin-ginty-1,SR,2010-11,G,San Diego,WCC,30,28.8,0.3,2,2.3,2,0.7,0,1.6,3,8.5,87.5,39.68253968,35.8974359
Kendall Cutler\kendall-cutler-1,SR,2010-11,G,South Dakota,GWC,31,25,1,2.2,3.2,4.5,1.3,0,2.4,2.5,8.2,68.62745098,44.44444444,0
Brandon Boggs\brandon-boggs-1,FR,2010-11,G,Western Carolina,Southern,33,26.2,1.2,2.5,3.7,0.9,1,0.5,1.5,1.9,7.7,64.28571429,42.10526316,27.77777778
Brady Jardine\brady-jardine-1,JR,2010-11,G-F,Utah State,WAC,34,21.4,2,5,7,0.5,0.5,1,1.2,2.4,7.5,64,53.7037037,0
Joe Mazzulla\joe-mazzulla-1,SR,2010-11,G,West Virginia,Big East,33,28.8,0.6,3.2,3.8,4.2,0.8,0.1,1.9,2.4,7.7,67.44186047,46.93877551,33.33333333
Ari Stewart\ari-stewart-1,SO,2010-11,F,Wake Forest,ACC,30,24.8,0.8,3.6,4.4,1.1,0.4,0.1,2.3,2.1,8.5,81.25,38.75,28.57142857
Seth VanDeest\seth-vandeest-1,SO,2010-11,C,Drake,MVC,29,24.2,1.3,3.2,4.4,1.5,0.5,0.6,1.3,2.4,8.8,76.92307692,53.7037037,0
Charles Corbin\charles-corbin-1,SR,2010-11,F,Winthrop,Big South,22,29.2,3,5.4,8.4,1.1,0.8,0.4,2.3,3,11.5,60.71428571,42.47787611,28.57142857
