Player,Class,Season,Pos,School,Conf,G,MP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTPER,FGPER,3PPER
Matt Sauey\matt-sauey-1,JR,2010-11,F,North Florida,A-Sun,31,20.9,1.2,2.4,3.6,0.5,0.6,0.9,1.2,2.6,6.1,75,63.41463415,0
Quincy Diggs\quincy-diggs-1,SO,2010-11,F,Akron,MAC,36,16.6,0.8,2.1,2.8,1.2,0.8,0.1,1.4,1.7,5.3,73.33333333,47.5,36.36363636
Michael Lizarraga\michael-lizarraga-1,SR,2010-11,F,Cal State Northridge,Big West,32,19.5,1.3,2.9,4.2,0.6,0.7,0.4,1,3,5.9,66.66666667,53.48837209,0
Matt Pressey\matt-pressey-1,JR,2010-11,G,Missouri,Big 12,33,17.5,0.5,1.3,1.8,1.6,0.8,0.2,1.4,1.4,5.7,70,41.66666667,28.57142857
Lonnie Smith\lonnie-smith-1,FR,2010-11,G,Louisiana Tech,WAC,31,22.7,0.4,2,2.5,0.8,0.4,0.3,1,2,6.1,62.5,38,40
Antonio Bostic\antonio-bostic-1,SO,2010-11,G,Stephen F. Austin,Southland,29,22.4,0.3,1.3,1.7,1.5,0.7,0.1,1.5,1.9,6.5,85.71428571,40.90909091,33.33333333
Dave Coley\dave-coley-1,FR,2010-11,G,Stony Brook,AEC,29,19.3,0.7,2.6,3.2,0.8,0.9,0,1.9,1.6,6.5,68.18181818,31.42857143,35.29411765
Chris Otule\chris-otule-1,SO,2010-11,C,Marquette,Big East,37,17.6,1.6,2.1,3.6,0.1,0.3,1.5,1.1,2.7,5.1,57.89473684,55.55555556,0
Marcus Rouse\marcus-rouse-1,SO,2010-11,G,Stony Brook,AEC,27,22.7,0.5,1.5,2,1,0.8,0.1,0.9,1.7,7,77.77777778,38.23529412,31.42857143
Sammy Zeglinski\sammy-zeglinski-1,JR,2010-11,G,Virginia,ACC,24,25.6,0.4,2.7,3.1,2.3,1.3,0.2,1.2,1.8,7.8,58.33333333,35.13513514,38
Justin Bocot\justin-bocot-1,SR,2010-11,G,Southern Illinois,MVC,30,18.1,0.4,1.9,2.3,1.4,0.8,0.2,1.5,1,6.2,65,37.93103448,28.57142857
Brad Kelleher\brad-kelleher-1,SR,2010-11,G,Hofstra,CAA,25,28.2,0.2,1.9,2.1,3.3,0.6,0,1.5,2,7.5,80,37.87878788,35
Maurice Miller\maurice-miller-1,SR,2010-11,G,Georgia Tech,ACC,31,20.2,0.3,1.9,2.2,2.4,1.4,0,1.6,2.1,6,85,41.30434783,29.41176471
Jason Morris\jason-morris-1,FR,2010-11,G,Georgia Tech,ACC,31,18.3,0.8,1.4,2.2,0.4,0.6,0.3,1.4,2.2,6,76.92307692,42.30769231,38.88888889
Christian Wall\christian-wall-1,SR,2010-11,G,Chicago State,GWC,30,18.2,0.5,1.4,1.9,1.7,1.1,0.1,1.5,2.3,6.2,64.28571429,36.50793651,26.08695652
Nick Gore\nick-gore-1,SO,2010-11,F,Virginia Military Institute,Big South,31,18.8,0.8,2.7,3.5,1.1,0.8,0.2,0.9,1.7,6,53.84615385,44.89795918,28.57142857
Jon House\jon-house-1,SR,2010-11,G-F,Belmont,A-Sun,35,19.1,1.4,1.9,3.3,1.7,0.9,0.2,1.2,1.6,5.3,66.66666667,48.71794872,37.5
Venoy Overton\venoy-overton-1,SR,2010-11,G,Washington,Pac-10,31,21,0.7,1.8,2.6,3.3,1.2,0.3,1.5,2.4,6,68,42.55319149,23.07692308
R.J. Rutledge\rj-rutledge-1,SR,2010-11,G,Monmouth,NEC,30,21.3,0.7,2.5,3.1,1,0.5,0.3,0.9,2.6,6.2,64.28571429,36.84210526,28.94736842
Kyrie Sutton\kyrie-sutton-1,JR,2010-11,C,Binghamton,AEC,29,18.2,1.4,2.8,4.1,0.4,0.2,0.9,1,1.7,6.4,65,50,0
Owen Wignot\owen-wignot-1,JR,2010-11,F,Siena,MAAC,28,27.1,1,2.6,3.6,1.8,0.9,0.8,1.2,2.5,6.6,80,42.85714286,36.66666667
Reggie Keely\reggie-keely-1,SO,2010-11,F,Ohio,MAC,35,18.3,1.9,2.7,4.6,0.7,0.5,1.1,1.4,2.5,5.3,70.58823529,46.66666667,0
Jake Kelly\jake-kelly-1,SR,2010-11,G,Indiana State,MVC,21,25.2,0.3,2.3,2.7,2.7,0.5,0.5,2.3,2.3,8.8,75,40.84507042,26.08695652
B.J. Miller\bj-miller-1,JR,2010-11,G,Jacksonville State,OVC,30,16.6,0.2,0.8,1,1.6,0.5,0.1,1.9,1.9,6.2,70,36.36363636,36.84210526
Jordan Stevens\jordan-stevens-1,SO,2010-11,G,Holy Cross,Patriot,26,21.9,1,1.3,2.3,1.5,0.2,0.4,1,1.5,7.1,69.23076923,40.29850746,28.57142857
Aaron Graham\aaron-graham-1,FR,2010-11,G,Stetson,A-Sun,30,19.9,0.7,1.6,2.3,1.2,1,0.2,1.7,1.8,6.1,80,36.53846154,36.66666667
Pavol Losonsky\pavol-losonsky-1,SR,2010-11,F,UC-Irvine,Big West,27,20.4,0.9,2.9,3.8,0.6,0.1,0.1,1.3,3.2,6.8,63.63636364,42.85714286,35.29411765
Joshua Lowery\joshua-lowery-1,SO,2010-11,G,Pepperdine,WCC,33,21.9,0.3,2.1,2.5,2.8,0.8,0.2,1.4,1.8,5.6,80.76923077,41.02564103,36.36363636
Brian Neller\brian-neller-1,SO,2010-11,G,Maryland-Baltimore County,AEC,30,17.7,0.1,0.9,0.9,0.4,0.5,0,0.7,1.3,6.1,66.66666667,32.30769231,31.48148148
Matt Pilgrim\matt-pilgrim-1,SR,2010-11,F,Oklahoma State,Big 12,34,20,1.7,4.1,5.7,0.9,1.3,0.5,1.6,3,5.4,43.75,48.93617021,0
Bryan Streeter\bryan-streeter-1,SR,2010-11,F,Citadel,Southern,32,21.5,2.2,2.7,4.9,1,0.5,0.3,1.2,2.3,5.8,50,46.93877551,0
Steve Tecker\steve-tecker-1,FR,2010-11,G,South Dakota,GWC,31,16.9,0.9,2.1,3,1,0.7,0.1,0.7,1.3,5.9,81.81818182,48.93617021,33.33333333
Elliott Berry\elliott-berry-1,JR,2010-11,F,UC-Riverside,Big West,31,18.8,1.3,2.1,3.4,0.4,0.4,0.3,1.4,1.7,5.9,60,44.06779661,20
Jackson Carbajal\jackson-carbajal-1,FR,2010-11,G,Sacramento State,Big Sky,28,23.6,0.8,1.9,2.7,0.9,0.5,0.2,1.5,2.5,6.5,58.82352941,41.81818182,29.41176471
Steve Frankoski\steve-frankoski-1,FR,2010-11,G,Columbia,Ivy,28,21.5,0.3,1.4,1.7,0.6,0.8,0.1,0.9,1.5,6.5,85.71428571,33.84615385,33.33333333
Demetri Goodson\demetri-goodson-1,JR,2010-11,G,Gonzaga,WCC,35,22.7,0.6,2.2,2.8,2.6,0.7,0.1,1.6,1.8,5.2,72.22222222,42.22222222,25
Malcolm Lemmons\malcolm-lemmons-1,FR,2010-11,G,Niagara,MAAC,31,22.8,1.2,2.4,3.5,0.8,0.7,0.3,1.6,2.6,5.9,76,31.03448276,22.72727273
Devonte Maymon\devonte-maymon-1,JR,2010-11,G,Youngstown State,Horizon,20,23.8,0.5,0.6,1,1.7,0.7,0,1.9,1.7,9.2,61.53846154,36.9047619,37.5
Jeff Peterson\jeff-peterson-2,JR,2010-11,G,Arkansas,SEC,29,21.8,0.3,1.9,2.2,2.4,0.9,0,1.8,2,6.3,64.70588235,39.65517241,36.84210526
Dre Calloway\dre-calloway-1,FR,2010-11,G,St. Francis (NY),NEC,28,26.6,0.9,1.6,2.4,3.6,1,0,2,3.3,6.5,47.05882353,38.0952381,11.11111111
Christopher Duncan\christopher-duncan-1,SR,2010-11,F,Alabama State,SWAC,28,21.5,1.6,3.2,4.9,0.8,0.4,1.7,1.6,2.5,6.5,60,38.98305085,0
Tanner Milson\tanner-milson-1,FR,2010-11,G,North Carolina-Wilmington,CAA,30,24.2,0.3,1.3,1.6,1.6,0.2,0,1.8,1.7,6.1,80,36.53846154,39.47368421
Trevor Ottley\trevor-ottley-1,SR,2010-11,F,Middle Tennessee,Sun Belt,32,19.6,2,3.2,5.2,0.8,1.1,1.2,1.9,3.2,5.7,66.66666667,39.02439024,0
Andres Irarrazabal\andres-irarrazabal-1,SR,2010-11,F,Tennessee-Martin,OVC,33,24.3,1.7,2.5,4.2,0.5,0.6,0.7,0.9,2.7,5.5,66.66666667,56.41025641,0
Leonard Hayes\leonard-hayes-1,SO,2010-11,G,Stony Brook,AEC,26,19.9,0.7,1.9,2.6,0.5,0.3,0.2,0.6,1.5,6.9,83.33333333,45.45454545,46.875
Chretien Lukusa\chretien-lukusa-1,SR,2010-11,G,Binghamton,AEC,30,25.9,1,1.8,2.7,2,0.7,0,1.4,2,6,63.15789474,33.33333333,21.73913043
Dathan Lyles\dathan-lyles-1,SR,2010-11,G,Cal State Northridge,Big West,32,22.7,0.2,1.8,2,3.2,1.3,0.1,1.9,2.3,5.6,81.25,35.18518519,24
Drae Murray\drae-murray-1,JR,2010-11,G,Sam Houston State,Southland,31,27.2,0.4,2.2,2.5,4.7,1.2,0,1.6,1.9,5.8,63.63636364,35.71428571,30.55555556
Mike Poole\mike-poole-1,FR,2010-11,G-F,Rutgers,Big East,32,19,0.9,2.4,3.3,1.2,1.1,0.4,1.7,2.3,5.6,66.66666667,41.07142857,16.66666667
Trey Stanton\trey-stanton-1,SR,2010-11,C,Rice,CUSA,32,19.2,1.3,2.7,4,0.8,0.3,0.5,1.2,2,5.6,69.23076923,41.50943396,21.42857143
Nikola Cerina\nikola-cerina-1,SO,2010-11,F,Texas Christian,MWC,33,20.1,1.1,3,4.1,0.4,0.9,0.3,1.3,3,5.4,56.25,48.93617021,0
Raymond Cody\raymond-cody-1,SR,2010-11,G,Cal State Northridge,Big West,32,19.6,0.8,1.5,2.3,1.2,1,0.2,1.3,2.7,5.6,81.25,41.30434783,29.41176471
Chris Henson\chris-henson-1,JR,2010-11,F,Central Arkansas,Southland,25,18.6,1.2,3.3,4.6,0.7,0.3,0.6,1,2.2,7.2,64.28571429,44.44444444,33.33333333
Jason Holmes\jason-holmes-2,JR,2010-11,F,Mississippi Valley State,SWAC,26,22.4,1.5,4.6,6.1,0.6,0.4,1.5,1.4,2.7,6.9,50,50,40
Zach McCabe\zach-mccabe-1,FR,2010-11,F,Iowa,Big Ten,31,19.6,1.1,2.5,3.6,0.8,0.7,0,1.5,2.2,5.8,80,34.54545455,29.62962963
Jay Shunnar\jay-shunnar-1,JR,2010-11,G,Toledo,MAC,32,23.2,0.3,1.1,1.4,1,0.5,0.1,1.4,1.6,5.6,69.56521739,38.63636364,29.16666667
Ameer Ali\ameer-ali-1,JR,2010-11,G-F,Morgan State,MEAC,29,18.4,1.6,3.5,5.1,0.5,0.4,0.2,1.8,2.6,6.1,56.66666667,51.1627907,0
Jawaan Alston\jawaan-alston-1,SR,2010-11,F,Buffalo,MAC,34,18.5,1.6,1.7,3.3,1.1,0.4,0.4,1.4,3,5.2,58.82352941,60,0
Danny Carter\danny-carter-1,JR,2010-11,F,Stony Brook,AEC,32,24.8,1.2,2.8,4,0.7,0.5,0.3,1.3,1.9,5.6,64.28571429,40.81632653,34.7826087
Dominic Cheek\dominic-cheek-1,SO,2010-11,G,Villanova,Big East,32,19.4,1.2,2.2,3.4,0.7,0.8,0.2,0.8,2,5.6,78.57142857,35.29411765,30.76923077
John Freeman\john-freeman-1,SR,2010-11,G,Southern Illinois,MVC,32,23.3,0.8,2.3,3,2.1,1.1,0.6,1.3,2,5.6,63.15789474,43.47826087,27.27272727
Fred Hinnenkamp\fred-hinnenkamp-1,SR,2010-11,F,Houston Baptist,GWC,31,19.9,0.7,1.5,2.2,0.7,0.2,0.4,0.9,2.9,5.7,66.66666667,41.81818182,25
Garland Judkins\garland-judkins-1,JR,2010-11,G,Texas A&M-Corpus Christi,Southland,28,21.9,0.4,1.5,1.9,1.6,0.8,0.1,3,2.1,6.4,73.68421053,41.81818182,26.66666667
John Bowman\john-bowman-1,JR,2010-11,G,Texas State,Southland,32,22.7,0.7,1.5,2.2,1.8,0.7,0.1,1.5,1.8,5.5,58.82352941,41.66666667,33.33333333
D.J. Byrd\dj-byrd-1,SO,2010-11,G-F,Purdue,Big Ten,34,20.6,0.9,2.1,3,2,0.6,0.2,0.9,2.5,5.2,64.28571429,35.55555556,33.33333333
Brian Richardson\brian-richardson-1,FR,2010-11,G,South Carolina,SEC,30,19.4,0.2,1.4,1.6,0.5,0.7,0.2,1,1.9,5.9,66.66666667,33.96226415,34.14634146
Willie Cruz\willie-cruz-1,SO,2010-11,G,Eastern Kentucky,OVC,28,17.1,1.3,2,3.3,1.5,0.5,0.2,1.4,1.9,6.3,72,50,0
Javonte Maynor\javonte-maynor-1,FR,2010-11,G,Georgia State,CAA,30,17.5,0.5,0.6,1.1,0.6,0.4,0,0.6,1.9,5.9,80,38,38.63636364
Jamar Ragland\jamar-ragland-1,SO,2010-11,F,Alcorn State,SWAC,25,19.4,0.7,2.3,3,0.7,0.5,0.2,1.5,1.8,7,56,44.06779661,30.76923077
Josh Wallace\josh-wallace-1,SO,2010-11,G,Auburn,SEC,31,28.3,0.6,1.8,2.4,3.9,1.7,0,2.1,2.4,5.7,64.28571429,32.72727273,33.33333333
Leo Davis\leo-davis-1,SO,2010-11,G,Centenary (LA),Summit,29,24.2,0.2,1.1,1.3,1.8,0.6,0,2.2,1.4,6,60,36.84210526,38.23529412
Isaiah Roberts\isaiah-roberts-1,FR,2010-11,G,Navy,Patriot,31,22.7,0.6,1.5,2.1,1.4,1.1,0.2,1.6,2.6,5.6,60,39.58333333,23.52941176
Kurt Alexander\kurt-alexander-1,JR,2010-11,G,Drake,MVC,31,18.4,0.1,1.3,1.4,1.7,0.5,0,1.8,1.7,5.6,70.83333333,37.5,40
Aaron Hawley\aaron-hawley-1,SO,2010-11,F,Drake,MVC,30,16.1,0.6,1.7,2.3,0.4,0.6,0.1,0.8,1.4,5.8,80,39.62264151,33.33333333
Jelani Johnson\jelani-johnson-1,SO,2010-11,G-F,Western Illinois,Summit,30,30.7,0.4,3.2,3.6,1.8,1.4,0.2,2,2.3,5.8,60,38.59649123,45.45454545
Chris McHenry\chris-mchenry-1,JR,2010-11,G,Miami (OH),MAC,32,17.7,0.4,1.2,1.6,1.4,0.4,0,1.3,1.3,5.4,66.66666667,38.7755102,38.23529412
Darius Richardson\darius-richardson-2,FR,2010-11,G,Texas-Arlington,Southland,22,22.4,0.6,2.3,3,1.1,0.5,0.1,1,1.4,7.9,100,35.44303797,32.72727273
Jamal Fenton\jamal-fenton-1,SO,2010-11,G,New Mexico,MWC,32,16.9,0.4,1.1,1.5,1.9,1,0,1.4,1.3,5.4,76.47058824,35.41666667,29.62962963
Naji Hibbert\naji-hibbert-1,SO,2010-11,G,Texas A&M,Big 12,33,20.1,0.4,1.9,2.3,1.3,0.6,0.1,1.2,1.6,5.2,68.18181818,35.71428571,35
Jordan Printy\jordan-printy-1,JR,2010-11,G,Indiana State,MVC,28,17.9,0.1,0.9,1,0.9,0.1,0,0.5,1,6.2,0,42.85714286,48.71794872
Marcus Simmons\marcus-simmons-1,SR,2010-11,G,Southern California,Pac-10,34,25.5,0.7,2.1,2.8,1.4,0.7,0.2,1.4,3.2,5.1,57.89473684,40.90909091,30
Keaton Cole\keaton-cole-1,JR,2010-11,G,Western Carolina,Southern,33,19.7,0.6,1,1.6,1.3,0.9,0,1.1,1.5,5.2,73.33333333,29.41176471,31.57894737
Stanley Elliott\stanley-elliott-1,JR,2010-11,G,Bethune-Cookman,MEAC,34,21.9,1.1,1.3,2.4,1.3,0.9,0.3,0.9,2.2,5.1,60.86956522,39.53488372,12.5
James Fields\james-fields-1,JR,2010-11,G,Georgia State,CAA,31,27.6,0.7,2.3,3,3,1.1,0.1,2.1,3,5.5,62.06896552,40,33.33333333
Quinard Jackson\quinard-jackson-1,JR,2010-11,F,North Carolina-Asheville,Big South,34,21.2,1.5,2.1,3.6,1,0.6,0.3,1.2,2.9,5.1,33.33333333,57.89473684,0
Jewuan Long\jewuan-long-1,JR,2010-11,G,Murray State,OVC,32,18.8,0.8,1.8,2.5,1.3,1,0.4,1.3,1.2,5.4,77.77777778,48.71794872,33.33333333
Maliik Love\malik-love-1,FR,2010-11,G,Cal Poly,Big West,30,26.4,1,1.3,2.3,1.6,0.7,0.2,1.2,1.7,5.7,60,47.61904762,37.5
Sam Mills\sam-mills-1,FR,2010-11,G,La Salle,A-10,32,27.6,0.8,1.9,2.7,1.7,0.7,0.1,1.3,1.9,5.4,50,41.66666667,40.90909091
Sei Paye\sei-paye-1,JR,2010-11,G,Texas-San Antonio,Southland,34,26.4,0.2,2.2,2.4,1.6,0.7,0,0.9,1.5,5.1,53.33333333,38.63636364,33.33333333
Shawn Reid\shawn-reid-1,FR,2010-11,F,Montana State,Big Sky,30,17.3,0.9,1.6,2.5,0.5,0.5,0.2,0.8,1,5.7,50,37.73584906,37.5
Jose Rivera\jose-rivera-1,JR,2010-11,G,Pacific,Big West,31,22.9,0.2,1.2,1.4,1.7,0.3,0,0.9,1,5.5,80,40,40
Jordan Weiner\jordan-weiner-1,SR,2010-11,G,UC-Santa Barbara,Big West,32,20.8,0.3,1.5,1.7,1.7,1.4,0.1,1,2.2,5.4,80,39.53488372,34.28571429
Briahn Smith\briahn-smith-1,FR,2010-11,G,Fairleigh Dickinson,NEC,28,18.8,0.6,1.8,2.4,0.5,0.7,0.1,0.9,1.4,6.1,71.42857143,28.78787879,32.5
Tony Dukes\tony-dukes-1,SO,2010-11,G,South Carolina Upstate,A-Sun,30,20.4,0.6,1.2,1.8,0.9,0.4,0.1,1.5,2,5.7,54.54545455,30.15873016,30.76923077
Javier Gonzalez\javier-gonzalez-1,SR,2010-11,G,North Carolina State,ACC,31,19.4,0.3,1.3,1.6,2.3,0.8,0,1.3,1.5,5.5,80,36,28
D'walyn Roberts\dwalyn-roberts-1,SR,2010-11,F,Texas Tech,Big 12,26,24.7,2.4,3,5.5,0.8,0.7,1.1,1,2.8,6.5,57.14285714,58,0
Brad Birton\brad-birton-1,SR,2010-11,F,Illinois-Chicago,Horizon,30,26.6,2.4,2.8,5.2,1.6,0.6,0.4,2,3,5.6,70,49.01960784,0
Coy Custer\coy-custer-1,SR,2010-11,C,Lamar,Southland,30,15.8,1.7,2,3.7,0.2,0.2,0.6,1.2,2.6,5.6,70,52.5,0
Taylor Montgomery\taylor-montgomery-1,SR,2010-11,F-C,Northern Colorado,Big Sky,32,25.9,2.2,3.8,6,0.5,0.6,0.2,1.2,3,5.3,62.5,36.95652174,0
Daryus Quarles\daryus-quarles-1,FR,2010-11,G-F,Saint Joseph's,A-10,33,20.5,0.5,2.1,2.6,1,0.2,0.3,0.8,1.6,5.1,62.5,31.74603175,24
Adrian Satchell\adrian-satchell-1,SO,2010-11,F,Maryland-Baltimore County,AEC,29,21.6,1.7,2.2,3.9,0.7,0.4,0.3,1.3,2.8,5.8,61.53846154,45.45454545,0
Cedric Smith\cedric-smith-3,SO,2010-11,G,Savannah State,Ind,30,21,1,1.5,2.5,1,1.1,0,1.2,1.8,5.6,53.84615385,46.66666667,20
Willis Brownlee\willis-brownlee-1,JR,2010-11,G,Alcorn State,SWAC,28,19.1,0.7,2.2,2.9,1,0.8,0.3,1.6,1.3,6,61.53846154,40.81632653,40
Sterling Melville\sterling-melville-1,JR,2010-11,F,Colgate,Patriot,30,15.9,1.1,2,3.1,0.6,0.7,0.3,1.4,2.4,5.6,61.11111111,51.51515152,0
Patrick Saunders\patrick-saunders-1,JR,2010-11,F,Princeton,Ivy,31,21.2,1,2.1,3.1,0.7,0.3,0.2,0.8,2.3,5.4,60,45.65217391,37.5
Jack Crowder\jack-crowder-1,SR,2010-11,G,Southern Illinois,MVC,30,16.8,1.1,1.7,2.9,0.4,0.4,0.3,1,1.7,5.6,72.72727273,44.44444444,36.84210526
LaShay Page\lashay-page-1,SO,2010-11,G,Southern Mississippi,CUSA,27,18.1,0.1,2,2.1,0.7,0.4,0.1,0.9,1.3,6.2,58.33333333,35,33.33333333
Dante Taylor\dante-taylor-1,SO,2010-11,F,Pittsburgh,Big East,33,15.1,2.1,2.4,4.5,0.3,0.1,0.7,0.5,2.2,5.1,56.25,61.76470588,0
Ramell Taylor\ramell-taylor-1,JR,2010-11,F,Southern Utah,Summit,27,16.4,1.1,1.9,3,0.8,0.2,0.5,1.6,1.9,6.2,58.82352941,46.42857143,25
Robert Goldsberry\robert-goldsberry-1,SR,2010-11,G,Canisius,MAAC,26,23.8,0.5,1.8,2.3,3.2,1.4,0.1,1.8,2.6,6.4,82.14285714,40.54054054,47.82608696
Antonio Green\antonio-green-1,JR,2010-11,G,Eastern Michigan,MAC,31,23.8,1,1.7,2.7,1.5,0.6,0.1,1,2,5.4,75,30.18867925,33.33333333
Justin Hawkins\justin-hawkins-3,SO,2010-11,G,Nevada-Las Vegas,MWC,33,18.8,0.7,1.4,2.1,1.1,1.2,0.2,0.7,1.2,5,71.42857143,42.5,20
Tim Meadows\tim-meadows-1,JR,2010-11,G,Prairie View,SWAC,30,24.6,1,2.9,3.9,0.8,0.8,0.1,1.1,2.1,5.5,76.92307692,33.33333333,28
Aaron Ware\aaron-ware-1,JR,2010-11,G-F,George Washington,A-10,31,19.5,1.2,2.6,3.8,1.1,0.3,0,1.2,1.1,5.4,73.91304348,40,25
Dre Conner\dre-conner-1,FR,2010-11,G,Towson,CAA,30,24,0.4,1.1,1.6,2.4,0.8,0,1.1,2.2,5.5,73.33333333,41.17647059,35.71428571
Rodney Stokes\rodney-stokes-1,SR,2010-11,F-C,Morgan State,MEAC,31,16.2,1.8,1.8,3.5,0.4,0.4,0.9,0.7,1.9,5.3,64.28571429,51.1627907,0
Kenny Franklin\kenny-franklin-1,SR,2010-11,G,Nicholls State,Southland,28,29.3,0.3,1.6,1.9,3.1,1.1,0.1,1.4,2.3,5.9,80,36.36363636,36.84210526
Calvin Godfrey\calvin-godfrey-1,FR,2010-11,F,Iowa State,Big 12,29,20.1,2.2,3.2,5.4,0.6,1,0.9,0.9,2.5,5.7,66.66666667,53.84615385,0
Tom Herzog\tom-herzog-1,SR,2010-11,C,Central Florida,CUSA,29,16,1,2.6,3.5,0.2,0.4,2,0.9,2.1,5.7,64.70588235,54.76190476,0
Michael Lacey\michael-lacey-1,SR,2010-11,G,Idaho State,Big Sky,29,21.6,1.4,2.4,3.8,0.5,0.7,0.1,1.1,2.1,5.7,68,44.18604651,16.66666667
Matt Rum\matt-rum-1,SO,2010-11,G,William & Mary,CAA,32,22.2,0.3,2.7,3,2.1,0.4,0,2,1.9,5.1,85.71428571,35.55555556,29.62962963
Darrell Williams\darrell-williams-1,JR,2010-11,F,Oklahoma State,Big 12,23,21,2.7,4.6,7.3,0.9,0.6,0.6,1.4,3,7.1,66.66666667,48.21428571,0
David Golladay\david-golladay-1,FR,2010-11,G,Mount St. Mary's,NEC,31,23,0.9,2.3,3.3,1.3,0.7,0.2,1.7,2,5.3,76.47058824,38.46153846,0
Jeff Johnson\jeff-johnson-4,FR,2010-11,F,Eastern Kentucky,OVC,30,22,0.9,2.5,3.4,1.3,0.5,0.3,1.4,2.5,5.4,70,41.30434783,33.33333333
Yondarius Johnson\yondarius-johnson-2,FR,2010-11,G,Grambling,SWAC,32,16.3,0.3,1,1.4,0.5,0.4,0,1.4,1.7,5.1,60,36,33.33333333
Derrick Jasper\derrick-jasper-1,SR,2010-11,G,Nevada-Las Vegas,MWC,32,22,0.8,3.4,4.2,1.8,0.8,0.3,1.3,1.9,5.1,60,44.44444444,30
Laurence Jolicoeur\laurence-jolicoeur-1,SR,2010-11,F-C,Maryland-Baltimore County,AEC,30,18.2,0.9,2.3,3.2,0.6,0.2,0.3,1.6,2.4,5.4,79.16666667,31.25,23.52941176
Kavon Lacey\kavon-lacey-1,SR,2010-11,G,Evansville,MVC,32,24.8,0.6,1.9,2.5,2.9,0.7,0,1.6,2.1,5.1,72.72727273,43.58974359,33.33333333
Donte Morales\donte-morales-1,FR,2010-11,F,North Carolina-Wilmington,CAA,31,25.7,1.4,2.5,3.9,1.2,0.5,0.5,1.4,2.1,5.2,68.75,40.90909091,27.77777778
Pat Moore\pat-moore-2,FR,2010-11,G,Colgate,Patriot,30,20.7,0.5,1.4,1.9,1.1,0.5,0.1,1.2,1.4,5.4,62.5,36.53846154,35.71428571
Phil Wait\phil-wait-1,JR,2010-11,C,Monmouth,NEC,30,16.3,1.6,2.3,3.9,0.3,0.1,0.6,1.3,1.4,5.4,55.55555556,52.38095238,0
Eric Waterford\eric-waterford-1,JR,2010-11,G,Portland,WCC,32,19.4,0.5,1.4,1.9,2.4,0.2,0.1,1.3,1.4,5,57.14285714,39.13043478,40
Marcus Williams\marcus-williams-4,JR,2010-11,G,Sam Houston State,Southland,22,23.4,0.4,1.8,2.2,3.3,1.5,0,2.6,2.2,7.3,66.66666667,36.92307692,28
Horace Bond\horace-bond-1,SR,2010-11,F,Texas A&M-Corpus Christi,Southland,31,26.2,1.8,2.7,4.5,0.9,1,0.3,1.9,2.6,5.2,58.33333333,48.64864865,14.28571429
James Hett\james-hett-1,SR,2010-11,G,Monmouth,NEC,30,34.8,0.6,2.3,2.9,4,1.3,0,1.6,1.7,5.3,50,40.42553191,30.76923077
Marques Johnson\marques-johnson-2,SR,2010-11,G,Georgia State,CAA,31,20.6,0.4,2.2,2.6,2.4,0.4,0.2,1.4,1.9,5.2,66.66666667,47.82608696,33.33333333
Skylar Jones\skylar-jones-1,FR,2010-11,F,Niagara,MAAC,31,18.5,0.9,1.7,2.6,0.3,0.6,0.3,0.8,2.4,5.2,63.63636364,30.50847458,27.5862069
Danny McElroy\danny-mcelroy-1,SO,2010-11,F,Bowling Green State,MAC,32,19.8,1.3,1.9,3.3,0.3,0.6,0.3,1.6,2.3,5,50,44.23076923,0
Kevin Stineman\kevin-stineman-1,JR,2010-11,G,Southern Illinois-Edwardsville,Ind,29,26.6,0.1,2.5,2.6,2.8,0.6,0,2.4,2,5.5,68.42105263,40.42553191,28.57142857
Marcus Britt\marcus-britt-1,SR,2010-11,G,Arkansas,SEC,30,19,0.6,1.5,2.1,1.2,0.8,0.2,1.2,1.4,5.3,83.33333333,42.22222222,38.46153846
Chris O'Brien\chris-obrien-1,SO,2010-11,G,Cal Poly,Big West,27,27.6,1,2.3,3.3,1.9,0.8,0.4,1.3,2.9,5.9,84.61538462,32.25806452,29.03225806
Lucas O'Rear\lucas-orear-1,SR,2010-11,F,Northern Iowa,MVC,24,24.5,1.9,3.5,5.4,1.3,0.9,0.2,1.2,2.8,6.6,64,55.55555556,0
Larry Bastfield\larry-bastfield-1,JR,2010-11,G,Morgan State,MEAC,31,28,0.5,1,1.4,3.4,0.5,0.1,1.8,2.8,5.1,68.18181818,34.88372093,35.71428571
Vlad Kondratyev\vlad-kondratyev-1,SO,2010-11,F,Bryant,NEC,29,18.5,1.4,2.4,3.8,0.3,0.2,0.5,1,3,5.4,66.66666667,42,41.66666667
Assane Sene\assane-sene-1,JR,2010-11,C,Virginia,ACC,31,22.5,2,3.5,5.5,0.1,0.3,1.3,1.1,2.9,5.1,56.52173913,52.77777778,0
Robert Boyd\robert-boyd-1,FR,2010-11,G,Lipscomb,A-Sun,29,21.1,0.7,1.5,2.2,2.2,1.7,0.3,1.6,2.3,5.4,75,36.73469388,27.77777778
Walter Jackson\walter-jackson-1,JR,2010-11,G-F,Sacramento State,Big Sky,26,26.8,2,2.5,4.5,1.3,0.7,0.9,1.2,1.6,6,63.63636364,49.05660377,12.5
Zuri James\zuri-james-1,SO,2010-11,G,Georgia Southern,Southern,30,22.4,0.3,1,1.3,1.1,0.6,0,1.2,1.5,5.2,87.5,36.17021277,38.70967742
