Rk,Player,Class,Season,Pos,School,Conf,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTPER,FGPER,3PPER
1658,Marko Pirovic\marko-pirovic-1,SR,2016-17,F,Maine,AEC,19.1,2.1,5.1,1.5,2.8,0.6,2.3,1.3,2,1.1,2.7,3.9,0.7,0.8,0,0.9,2,6.1,65,41.17647059,26.08695652
1659,Galen Robinson Jr.\galen-robinsonjr-1,SO,2016-17,G,Houston,AAC,31.9,2.3,6.2,2,4.9,0.3,1.3,1.5,2.3,0.4,2.8,3.2,4.6,0.9,0.1,1.8,1.7,6.5,65.2173913,37.09677419,23.07692308
1660,Admiral Schofield\admiral-schofield-1,SO,2016-17,F,Tennessee,SEC,17.1,2.8,5.6,2.2,4.3,0.6,1.4,1.6,2,1,3,4,0.7,0.2,0.2,1.1,2.2,7.7,80,50,42.85714286
1661,Brocke Stepteau\brocke-stepteau-1,SO,2016-17,G,Hawaii,Big West,26.7,1.8,5,1.2,2.8,0.6,2.2,2.8,3.3,0.3,1.5,1.8,3.3,0.2,0,1.8,2,7.1,84.84848485,36,27.27272727
1662,Micheal Warren\michael-warren-1,JR,2016-17,G,Cal State Northridge,Big West,23.7,2.4,4.9,1.3,2.7,1.1,2.3,1.1,1.6,0.4,2.4,2.8,1.8,1.2,0.3,1.2,2.4,7.1,68.75,48.97959184,47.82608696
1663,Will Weeks\will-weeks-1,SR,2016-17,F,North Carolina-Asheville,Big South,25.6,2.3,4.3,2.3,4.3,0,0,1.6,2.7,2.2,2.5,4.7,2.3,0.9,0.2,1.6,2.3,6.1,59.25925926,53.48837209,0
1664,Chris Barton\chris-barton-1,SO,2016-17,G,Niagara,MAAC,19.8,1.9,4,1.1,2.4,0.8,1.6,1.8,2.2,0.4,1.8,2.2,0.9,0.2,0,1.3,1.9,6.5,81.81818182,47.5,50
1665,Jeantal Cylla\jeantal-cylla-1,SO,2016-17,F,Florida Atlantic,CUSA,23.1,2.5,6.8,1.6,3.7,0.9,3.1,1.4,1.9,1,2.6,3.7,0.4,0.5,0.3,1,1.9,7.3,73.68421053,36.76470588,29.03225806
1666,Alvin Ellis\alvin-ellis-1,SR,2016-17,G,Michigan State,Big Ten,17,2,4.7,0.7,1.6,1.3,3.2,1.2,1.7,0.5,2.3,2.8,1.2,0.6,0.3,1.1,1.8,6.5,70.58823529,42.55319149,40.625
1667,Jordan Geist\jordan-geist-1,SO,2016-17,G,Missouri,SEC,20.8,2,5.6,1.4,3.4,0.6,2.2,2.2,2.9,0.2,2.6,2.8,1.7,0.7,0,1,1.4,6.8,75.86206897,35.71428571,27.27272727
1668,Zach Nelson\zach-nelson-2,JR,2016-17,F,Utah Valley,WAC,22.3,3.4,6.7,3,4.4,0.5,2.3,1.2,1.8,0.8,3.4,4.2,1.4,0.5,0.5,1.2,2.4,8.5,66.66666667,50.74626866,21.73913043
1669,Lucas O'Brien\lucas-obrien-1,SR,2016-17,C,Texas-San Antonio,CUSA,18.2,2.4,5.2,1.7,2.9,0.7,2.3,1.3,1.8,2,2.2,4.2,0.3,0,0.4,0.5,2.2,6.8,72.22222222,46.15384615,30.43478261
1670,Kyle Williams\kyle-williams-4,JR,2016-17,G,Norfolk State,MEAC,19.5,2.2,6.2,0.8,2.2,1.4,4,0.7,1,0.5,1.8,2.3,1,0.6,0.1,1.1,1.3,6.5,70,35.48387097,35
1671,Koch Bar\koch-bar-1,FR,2016-17,C,Bradley,MVC,22,2.3,4.4,2.3,4.4,0,0,1.4,2.4,2,3.5,5.5,0.3,0.5,1.1,1.4,1.8,6,58.33333333,52.27272727,0
1672,Vincent Eze\vincent-eze-1,FR,2016-17,F,Maine,AEC,18.9,2.1,4.5,2.1,4.5,0,0,1.6,3,1.8,2.8,4.6,0.3,0.4,0.3,1.2,2.9,5.8,53.33333333,46.66666667,0
1673,Maik Kotsar\maik-kotsar-1,FR,2016-17,F,South Carolina,SEC,23.8,2.9,5.7,2.9,5.7,0,0,0.7,1.7,2.4,3,5.4,0.7,0.7,0.5,1.2,3.2,6.5,41.17647059,50.87719298,0
1674,Kenneth Lowe\kenneth-lowe-1,SR,2016-17,F,Green Bay,Horizon,21.2,2.8,5.6,2.8,5.6,0,0,0.8,1.8,2,3.1,5.1,1.5,1.3,1.5,1.4,2.2,6.5,44.44444444,50,0
1675,Paul Thomas\paul-thomas-1,SO,2016-17,F,Texas-El Paso,CUSA,24,2.9,5.8,2.9,5.7,0,0.1,1.3,2.4,1.5,4.3,5.9,1.4,0.5,0.4,1.5,3.7,7,54.16666667,50,0
1676,Pat Andree\pat-andree-1,FR,2016-17,F,Lehigh,Patriot,20.8,2.8,6.3,1.1,2.4,1.7,3.9,0.4,0.7,0.7,3.6,4.3,0.7,0.3,0.4,1,1.6,7.6,57.14285714,44.44444444,43.58974359
1677,Elijah Bryant\elijah-bryant-1,SO,2016-17,G,Brigham Young,WCC,21.9,3.1,7.4,2.4,4.1,0.8,3.4,2.8,3.8,0.5,2.8,3.3,2.3,0.8,0.4,1.7,2.1,9.8,73.68421053,41.89189189,23.52941176
1678,Justas Furmanavicius\justas-furmanavicius-1,JR,2016-17,F,Mississippi,SEC,25.1,2.2,4.5,2,3.6,0.3,0.9,1.7,2.7,2.1,2.7,4.8,0.9,0.8,1.2,1,2.9,6.4,62.96296296,48.88888889,33.33333333
1679,Brandon Gilbeck\brandon-gilbeck-1,SO,2016-17,C,Western Illinois,Summit,22.5,2.8,4.9,2.8,4.9,0,0,1.5,2.6,1.8,4.4,6.1,0.6,0.2,2.9,1.5,3.8,7,57.69230769,57.14285714,0
1680,Alex Hart\alex-hart-1,JR,2016-17,F,UC-Santa Barbara,Big West,21.7,2.9,6.3,2.9,5.7,0,0.6,1.4,2.6,2.4,3.2,5.6,0.5,0.3,0.7,1.1,2.7,7.3,53.84615385,46.03174603,0
1681,Max Heidegger\max-heidegger-1,FR,2016-17,G,UC-Santa Barbara,Big West,21.2,2.1,8.6,1.4,5,0.8,3.6,2.9,3.9,0.4,1.9,2.3,1.3,0.2,0,1.6,1.4,8,74.35897436,24.41860465,22.22222222
1682,Max Hoetzel\max-hoetzel-1,SO,2016-17,F,San Diego State,MWC,19.9,2.5,7,0.5,1.4,2,5.6,1,1.1,1.1,3.3,4.4,0.5,0.7,0.3,1,1.9,8,90.90909091,35.71428571,35.71428571
1683,Frankie Hughes\frankie-hughes-1,FR,2016-17,G,Missouri,SEC,18.9,2.5,8.8,1.2,3.4,1.3,5.3,1,1.8,0.5,2.1,2.6,1.1,0.7,0,1.3,1.3,7.3,55.55555556,28.40909091,24.52830189
1684,Tyler Rawson\tyler-rawson-1,JR,2016-17,F,Utah,Pac-12,19.8,2.2,5,1.6,2.9,0.6,2.1,1.6,2.3,1.2,3,4.2,1.9,0.7,0.6,1.3,2,6.7,69.56521739,44,28.57142857
1685,Pablo Rivas\pablo-rivas-1,JR,2016-17,F,North Carolina Central,MEAC,19.1,2.7,4.3,2.3,3.4,0.4,0.8,0.8,1.1,1.4,3.1,4.5,0.2,0.4,0.8,0.7,2.6,6.7,72.72727273,62.79069767,50
1686,K.J. Santos\kj-santos-1,FR,2016-17,F,Illinois-Chicago,Horizon,23.2,2.4,6.1,1.4,3.4,0.9,2.7,1,1.5,1.2,2.6,3.8,1.1,0.4,0.2,1.5,2.8,6.7,66.66666667,39.3442623,33.33333333
1687,Aaron Scales\aaron-scales-1,SR,2016-17,F,North Carolina A&T,MEAC,24.5,2.6,4.4,2.6,4.4,0,0,1.5,2.8,2.8,2.8,5.6,0.5,0.2,0.8,1.9,3.6,6.7,53.57142857,59.09090909,0
1688,Jordon Talley\jordon-talley-1,JR,2016-17,G,North Carolina-Wilmington,CAA,17,2.4,5.6,1.8,4.3,0.6,1.3,2.2,2.8,0.4,1,1.5,2.5,0.6,0.1,1.2,2.6,7.6,78.57142857,42.85714286,46.15384615
1689,Casey Teson\casey-teson-1,SO,2016-17,G,Eastern Illinois,OVC,20.5,2,5.1,0.8,1.5,1.3,3.5,1.1,1.1,0,1.6,1.6,0.8,0.5,0,0.7,1.4,6.4,100,39.21568627,37.14285714
1690,Jeff Thomas\jeff-thomas-2,SO,2016-17,G,Georgia State,Sun Belt,19.2,2.2,5.1,0.9,2,1.3,3.2,1,1.2,0.6,2.1,2.7,0.9,0.7,0.6,1,1.5,6.7,83.33333333,43.1372549,40.625
1691,Milos Vranes\milos-vranes-1,JR,2016-17,F,Southeast Missouri State,OVC,18.9,2.1,4.3,1.2,1.8,1,2.5,0.9,1.4,0.9,2.4,3.4,0.5,0.8,0.1,0.7,2.6,6.2,64.28571429,48.8372093,40
1692,JoJo Anderson\jojo-anderson-1,FR,2016-17,G,Northern Arizona,Big Sky,23,1.7,4.4,1,2.3,0.6,2.1,2.5,3.8,0.3,2.7,3,2.5,0.5,0,1.7,1.8,6.4,65.78947368,38.63636364,28.57142857
1693,Jordan Baker\jordan-baker-3,SR,2016-17,G,Old Dominion,CUSA,31.8,2.1,6.1,0.3,0.8,1.8,5.4,0.8,1,0.6,1.9,2.5,2.3,1.2,0.1,1.5,2.4,6.9,80,34.42622951,33.33333333
1694,Corban Collins\corban-collins-1,SR,2016-17,G,Alabama,SEC,22.9,2.3,6.5,0.9,2.4,1.4,4.1,1.1,1.7,0.3,1.8,2,1.4,0.6,0,0.9,1.7,7.2,64.70588235,35.38461538,34.14634146
1695,Ryan Mikesell\ryan-mikesell-1,SO,2016-17,F,Dayton,A-10,23.2,2.3,5.1,1.7,3.1,0.6,2,1.4,2,1.3,3.2,4.6,1,0.7,0.6,1.2,2.4,6.6,70,45.09803922,30
1696,Yohanny Dalembert\yohanny-dalembert-1,SR,2016-17,F,James Madison,CAA,19.7,3.3,6.3,3.3,6.3,0,0,2.5,4.2,1.5,4.3,5.8,0.6,0.4,1.4,2.4,2.7,9.2,59.52380952,52.38095238,0
1697,Josh Davenport\josh-davenport-1,JR,2016-17,F,Winthrop,Big South,20.4,2,4.5,2,4.1,0,0.4,2.2,3,1.1,3.7,4.8,1.8,0.9,0.4,1.3,1.7,6.3,73.33333333,44.44444444,0
1698,Seth Dugan\seth-dugan-1,SO,2016-17,C,Western Michigan,MAC,19.3,2.8,5,2.8,5,0,0,1.1,1.8,2.5,2.9,5.4,0.6,0.5,0.7,1.6,2.8,6.6,61.11111111,56,0
1699,James Fives\james-fives-1,SO,2016-17,G,Loyola (MD),Patriot,23,1.7,4.7,0.9,2.6,0.8,2.1,2.1,3,1.3,1.3,2.7,0.7,0.8,0.1,1.5,2.3,6.3,70,36.17021277,38.0952381
1700,Derail Green\derail-green-1,SR,2016-17,F,North Texas,CUSA,23.1,2.3,5.9,0.9,2,1.3,4,1,1.3,0.5,2.4,2.9,0.9,0.4,0.3,1.2,2.9,6.9,76.92307692,38.98305085,32.5
1701,Hunter Janacek\hunter-janacek-1,FR,2016-17,G,Lafayette,Patriot,18.5,2,5.6,0.5,1.3,1.5,4.2,1,1,0.3,1.7,2,0.8,0.4,0,0.8,1.1,6.3,100,35.71428571,35.71428571
1702,Josh Reaves\josh-reaves-1,SO,2016-17,G,Penn State,Big Ten,26.4,2.8,6.6,2.2,4.5,0.6,2.1,1.2,1.9,1.5,2.8,4.2,2.2,2.2,0.8,2,2.8,7.5,63.15789474,42.42424242,28.57142857
1703,Gavin Skelly\gavin-skelly-1,JR,2016-17,F,Northwestern,Big Ten,19.1,2.1,4.5,1.6,2.8,0.5,1.7,1.7,2,1.5,2.6,4.1,1.6,0.4,1.5,1.3,2.9,6.3,85,46.66666667,29.41176471
1704,Josh Ayeni\josh-ayeni-1,FR,2016-17,F,St. Bonaventure,A-10,17.6,2.2,5,2.2,5,0,0,2.2,2.7,1.2,1.4,2.6,0.2,0.7,0.2,0.8,3.7,6.6,81.48148148,44,0
1705,Jordan Bruner\jordan-bruner-1,FR,2016-17,F,Yale,Ivy,22.6,3.6,6.8,3.1,5,0.6,1.8,1.8,2.7,1.9,4.2,6.1,1.4,0.3,2.4,1.8,2.2,9.6,66.66666667,52.94117647,33.33333333
1706,JoJo Cooper\jojo-cooper-1,JR,2016-17,G,Wagner,NEC,30.9,2.3,6.6,1.5,3.8,0.8,2.9,2.4,4,0.9,4.3,5.2,3.4,1,0,2.8,2.3,7.8,60,34.84848485,27.5862069
1707,Dewan Huell\dewan-huell-1,FR,2016-17,F,Miami (FL),ACC,19,2.7,5.2,2.7,5.2,0,0.1,1.1,1.7,1.7,2,3.7,0.2,0.5,0.8,0.9,1.9,6.6,64.70588235,51.92307692,0
1708,Norbert Janicek\norbert-janicek-1,SO,2016-17,F,Utah State,MWC,20.2,2.7,4.5,2.7,4.4,0,0.1,0.9,1.7,1.3,2.3,3.6,0.6,0.3,0.2,1.7,2.4,6.3,52.94117647,60,0
1709,Jordan Lyons\jordan-lyons-1,FR,2016-17,G,Furman,Southern,16.6,2,5,0.4,0.9,1.5,4.1,0.6,0.9,0.1,1.4,1.6,1.1,0.4,0,0.8,0.9,6.1,66.66666667,40,36.58536585
1710,Liam Thomas\liam-thomas-1,SR,2016-17,C,Nicholls State,Southland,26,2.4,4.1,2.4,3.8,0.1,0.4,1.6,2.3,2.4,3.3,5.7,2,0.6,3.7,2,3.2,6.6,69.56521739,58.53658537,25
1711,Ismail Ali\ismail-ali-1,SR,2016-17,G,Bowling Green State,MAC,24.3,2.5,6.5,2.2,5.8,0.3,0.8,1.6,2.6,0.5,1.8,2.2,4.4,1.4,0.3,2.3,2.9,6.8,61.53846154,38.46153846,37.5
1712,Sedrick Barefield\sedrick-barefield-1,SO,2016-17,G,Utah,Pac-12,21.9,3.1,6.9,1.5,3.3,1.5,3.6,1.9,2.5,0.2,1.5,1.8,1.7,0.7,0,1.8,1.9,9.6,76,44.92753623,41.66666667
1713,Rakiya Battle\rakiya-battle-1,SR,2016-17,G,Alabama A&M,SWAC,31.5,2.3,7.7,1.6,5.1,0.7,2.7,1.8,2.7,0.6,2.9,3.4,4.7,1.1,0.1,2.8,1.9,7.1,66.66666667,29.87012987,25.92592593
1714,Geoff Beans\geoff-beans-1,JR,2016-17,F,Furman,Southern,18,1.9,4.9,0.4,1,1.4,3.9,0.8,0.9,0.6,1.9,2.5,0.6,0.5,0.2,0.5,2.5,6,88.88888889,38.7755102,35.8974359
1715,Josh Boyd\josh-boyd-1,FR,2016-17,G,Northwestern State,Southland,17.4,2.5,6.3,1.5,3.5,1,2.8,2.5,3.9,1,1.7,2.7,2,0.7,0.1,2.7,2.7,8.6,64.1025641,39.68253968,35.71428571
1716,Chas Brown\chas-brown-1,SR,2016-17,F,Coppin State,MEAC,27,4.7,9,4.7,8.9,0,0.1,3.2,5.5,2.5,3.8,6.2,1.1,0.7,0.5,2.3,3.9,12.5,58.18181818,52.22222222,0
1717,A.J. Davis\aj-davis-2,JR,2016-17,G,Central Florida,AAC,31.7,2.3,6.3,1.8,4.3,0.5,2,2.6,4,1.6,6,7.6,2.2,0.7,0.4,2.7,2.8,7.8,65,36.50793651,25
1718,Ray Ona Embo\rayona-embo-1,FR,2016-17,G,Tulane,AAC,24.1,2.2,6.1,1.9,4.4,0.4,1.8,1.7,2.2,0.4,1.8,2.2,2.1,0.7,0.1,1.4,2,6.5,77.27272727,36.06557377,22.22222222
1719,Nate Frye\nate-frye-1,SR,2016-17,G,New Orleans,Southland,25.1,3.3,7.3,2.3,5,0.9,2.3,2.8,3.6,1.5,1.6,3.1,2.8,1.2,0.2,1.9,2.4,10.2,77.77777778,45.20547945,39.13043478
1720,Jordy Kuiper\jordy-kuiper-1,JR,2016-17,F,North Carolina-Greensboro,Southern,21.7,2.6,4.7,2.1,3.4,0.4,1.3,0.5,0.9,2,3,5,0.7,0.4,0.1,1.1,2.1,6,55.55555556,55.31914894,30.76923077
1721,Laytwan Porter\laytwan-porter-1,SO,2016-17,G,Northern Illinois,MAC,19.9,2.2,5.4,1.1,2.9,1.1,2.5,1.7,2.3,0.4,1.8,2.2,2.2,1.2,0.3,2.3,2.7,7.1,73.91304348,40.74074074,44
1722,Tyler Roberson\tyler-roberson-1,SR,2016-17,F,Syracuse,ACC,21,2.6,4.6,2.6,4.6,0,0,0.9,1.9,2.2,3.2,5.4,0.9,0.5,0.9,1,2.2,6,47.36842105,56.52173913,0
1723,Ronnie Rousseau III\ronnie-rousseauiii-1,JR,2016-17,G,Missouri State,MVC,27.1,4.1,8.5,3.1,6,1,2.5,2.4,2.9,0.3,1.9,2.1,2.9,0.8,0,1.6,1.4,11.6,82.75862069,48.23529412,40
1724,Mike Rowley\michael-rowley-1,SR,2016-17,F,Albany (NY),AEC,29,2.1,4.3,2.1,4.3,0,0,1.5,1.9,1.7,3.4,5.1,1.1,0.7,0.2,1.3,3,5.8,78.94736842,48.8372093,0
1725,Cortez Seales\cortez-seales-1,SO,2016-17,G,North Dakota,Big Sky,25.1,2.7,6.2,2.4,5.5,0.3,0.8,1.7,2.7,0.9,2.3,3.2,1.8,0.6,0.5,1,1.7,7.4,62.96296296,43.5483871,37.5
1726,Wayde Sims\wayde-sims-1,FR,2016-17,F,Louisiana State,SEC,19.3,2.6,5.2,2,3.9,0.5,1.2,0.9,1.2,1.2,2.6,3.8,0.6,0.8,0.5,1,1.8,6.5,75,50,41.66666667
1727,Aaron Tate\aaron-tate-1,SR,2016-17,F,Robert Morris,NEC,27,2.5,4.6,2.5,4.6,0,0,1.1,1.8,2.6,3.9,6.6,0.5,0.6,0.4,1.3,1.7,6,61.11111111,54.34782609,0
1728,Drick Bernstine\drick-bernstine-1,JR,2016-17,F,North Dakota,Big Sky,26.8,3.1,6.3,3,6.1,0,0.2,1.1,2.2,1.8,5.8,7.6,2.8,1,0.6,2,2.8,7.4,50,49.20634921,0
1729,Sam Burmeister\sam-burmeister-1,JR,2016-17,G,Incarnate Word,Southland,26,2,5.5,1,2.8,1,2.7,1.6,2.2,0.2,2.7,2.9,1.4,0.2,0,1.5,2.7,6.5,72.72727273,36.36363636,37.03703704
1730,Kevarrius Hayes\kevarrius-hayes-1,SO,2016-17,F,Florida,SEC,15.4,2.2,3.4,2.2,3.4,0,0,1.9,2.8,1.5,2.2,3.8,0.2,0.4,1.5,0.5,2.2,6.2,67.85714286,64.70588235,0
1731,Maurice Howard\maurice-howard-1,FR,2016-17,G,Alcorn State,SWAC,20.1,2.1,5.7,0.8,2.3,1.3,3.4,1.2,1.5,0.3,1.8,2.2,1.8,0.7,0.1,1.8,1.6,6.8,80,36.84210526,38.23529412
1732,Rauno Nurger\rauno-nurger-1,JR,2016-17,C,Wichita State,MVC,15.6,2.1,3.6,1.6,2.7,0.4,0.9,1.2,1.7,0.7,2.3,3,0.8,0.1,0.5,0.8,1.9,5.8,70.58823529,58.33333333,44.44444444
1733,Anton Waters\anton-waters-1,SR,2016-17,F,Western Kentucky,CUSA,17,2.7,5,2.6,4.7,0,0.3,1.1,1.9,1.7,2.6,4.3,0.4,0.3,0.2,1,1.8,6.5,57.89473684,54,0
1734,Kenny Williams\kenny-williams-3,SO,2016-17,G,North Carolina,ACC,23.7,2.2,5.3,1.2,2.3,1,3.1,0.7,1.2,1.3,2,3.3,2.2,0.9,0.3,1.2,1.5,6.2,58.33333333,41.50943396,32.25806452
1735,Thomas Capuano\thomas-capuano-1,SO,2016-17,G,Manhattan,MAAC,27.6,2.1,5.7,1.1,2.4,1,3.3,0.7,0.9,0.3,2.3,2.6,1.7,1,0.1,1.3,2.3,6,77.77777778,36.84210526,30.3030303
1736,Dorian Chatman\dorian-chatman-1,SO,2016-17,F,Lamar,Southland,16.3,2.7,5,2.6,4.6,0.1,0.5,1.6,2.5,1.6,1.8,3.4,0.9,0.6,0.8,1.4,3.3,7,64,54,20
1737,Chance Comanche\chance-comanche-1,SO,2016-17,C,Arizona,Pac-12,18,2.3,3.8,2.3,3.8,0,0,1.5,2.1,1,2.6,3.6,0.4,0.2,0.4,1.2,2.3,6.2,71.42857143,60.52631579,0
1738,Josh Fortune\josh-fortune-1,SR,2016-17,G,Colorado,Pac-12,20.3,1.9,5.3,1,2.2,0.9,3.1,1.5,1.8,0.5,2.5,3,1.6,0.4,0.3,1.4,1.7,6.2,83.33333333,35.8490566,29.03225806
1739,Kamari Murphy\kamari-murphy-1,SR,2016-17,F,Miami (FL),ACC,28.3,2.6,5.1,2.6,5.1,0,0,1.2,2.1,2.7,4.8,7.5,0.4,0.4,0.7,1.6,2.5,6.4,57.14285714,50.98039216,0
1740,Laquarious Paige\laguarious-paige-1,SO,2016-17,G,Indiana State,MVC,21.7,2.4,5.2,1.8,3.3,0.6,1.9,0.8,1,0.2,2.3,2.5,1.5,0.7,0.5,2.1,2.4,6.2,80,46.15384615,31.57894737
1741,Adrian Rich\adrian-rich-1,SO,2016-17,G,Virginia Military Institute,Southern,26,2.4,5.9,1.6,3.2,0.9,2.7,0.7,0.8,0.2,1,1.2,2,1.2,0.1,1.5,2.3,6.4,87.5,40.6779661,33.33333333
1742,Jimario Rivers\jimario-rivers-1,JR,2016-17,G,Memphis,AAC,22,2.6,4.8,2.6,4.6,0,0.2,1.2,2,1.4,2.1,3.6,1.1,0.7,0.9,0.8,2.9,6.4,60,54.16666667,0
1743,Bryan Sekunda\bryan-sekunda-1,JR,2016-17,G,Stony Brook,AEC,21,2.1,5.8,0.3,1,1.8,4.9,0.5,0.7,0.8,1.3,2.1,1,0.4,0.4,0.4,1.5,6.4,71.42857143,36.20689655,36.73469388
1744,T.J. Thomas\tj-thomas-2,JR,2016-17,F,Drake,MVC,20.4,2.1,4.7,2,4.3,0.1,0.4,1.6,2.6,1.6,3.7,5.3,0.7,0.3,0.6,1.3,2.5,6,61.53846154,44.68085106,25
1745,Charles Tucker Jr.\charles-tuckerjr-1,JR,2016-17,G,Sacred Heart,NEC,27.4,1.8,4.4,1.4,2.9,0.4,1.5,1.9,2.6,0.3,1.7,2.1,3.8,0.6,0,2.9,2.1,6,73.07692308,40.90909091,26.66666667
1746,Sir Washington\sir-washington-1,JR,2016-17,G,Eastern Washington,Big Sky,23.9,1.9,5.2,1.4,3.8,0.5,1.4,1.8,2.7,1.1,2.4,3.5,1.9,0.3,0.2,1.4,2.3,6.2,66.66666667,36.53846154,35.71428571
1747,Austin Wiley\austin-wiley-1,,2016-17,C,Auburn,SEC,18,3.5,5.6,3.5,5.6,0,0,2.5,5.4,2.5,2.5,5,0.2,0.2,1.2,1.8,2.7,9.5,46.2962963,62.5,0
1748,Abdoulaye Harouna\abdoulaye-harouna-1,JR,2016-17,G,Miami (OH),MAC,25.6,1.9,5.7,1,2.6,1,3.1,1.9,2.7,0.4,2,2.4,1,1.2,0.2,1.4,3.2,6.7,70.37037037,33.33333333,32.25806452
1749,Max Hazzard\max-hazzard-1,FR,2016-17,G,UC-Irvine,Big West,17.6,2,4.9,1.2,2.4,0.9,2.5,1,1.6,0.2,1.5,1.7,1.7,0.5,0,1.1,1.6,5.9,62.5,40.81632653,36
1750,Isaac Johnson\isaac-johnson-1,FR,2016-17,F,Appalachian State,Sun Belt,20.4,2.4,4.8,2.3,4,0.1,0.8,1.8,3,2.2,4.4,6.5,1.1,1,0.5,1.4,2.4,6.7,60,50,12.5
1751,Jeremy Johnson\jeremy-johnson-3,FR,2016-17,G,Milwaukee,Horizon,19.5,2,5.2,1.3,3,0.7,2.3,1.4,1.6,0.5,2,2.4,1.1,0.3,0.1,0.8,1.7,6.2,87.5,38.46153846,30.43478261
1752,Chris Lewis\chris-lewis-4,FR,2016-17,F,Harvard,Ivy,19.4,3.2,4.8,3.2,4.7,0,0,1.2,2,1.6,3,4.6,0.9,1,1.4,1.5,2.4,7.6,60,66.66666667,0
1753,Makinde London\makinde-london-1,SO,2016-17,F,Chattanooga,Southern,15.5,2.4,5.1,1.6,2.6,0.8,2.5,0.9,1.3,0.7,3,3.7,0.6,0.7,0.6,1.5,2,6.4,69.23076923,47.05882353,32
1754,Ramone Snowden\ramone-snowden-1,JR,2016-17,F,James Madison,CAA,26.5,1.8,3.9,1.3,2.5,0.5,1.4,1.8,2.6,1.5,2.9,4.4,1.9,0.8,0.4,1.6,2.4,5.9,69.23076923,46.15384615,35.71428571
1755,Zjori Bosha\zjori-bosha-1,JR,2016-17,G,Lamar,Southland,22.3,2.2,5,1.2,2.2,1,2.8,1.3,1.9,1.1,2.3,3.5,1.3,1.7,0.5,0.8,2,6.6,68.42105263,44,35.71428571
1756,Brandon Childress\brandon-childress-1,FR,2016-17,G,Wake Forest,ACC,20.3,1.8,5.3,1.1,3,0.8,2.3,1.7,2.1,0.2,2,2.2,2.3,0.8,0,1.5,1.5,6.1,80.95238095,33.96226415,34.7826087
1757,P.J. Hardy\pj-hardy-1,FR,2016-17,G,Louisiana-Lafayette,Sun Belt,17.2,2.1,4.5,0.5,1.2,1.6,3.3,0.4,0.6,0.3,0.9,1.2,1.2,0.3,0.2,1.1,1.3,6.1,66.66666667,46.66666667,48.48484848
1758,Charles Jackson\charles-jackson-4,SO,2016-17,G,Arkansas-Pine Bluff,SWAC,19.2,2,5.1,0.5,1.6,1.5,3.5,1,1.5,0.4,2.1,2.5,1.5,0.6,0,1.3,2.2,6.6,66.66666667,39.21568627,42.85714286
1759,Michael Jacobson\michael-jacobson-1,SO,2016-17,F,Nebraska,Big Ten,24.6,2.5,6.4,2.3,5.5,0.2,0.9,1.2,2,3.2,3.5,6.7,1.1,0.7,1,0.9,2.8,6.4,60,39.0625,22.22222222
1760,Andrew Kostecka\andrew-kostecka-1,FR,2016-17,G,Loyola (MD),Patriot,22.2,2.4,4.9,1.3,2.2,1.1,2.7,1.3,1.6,0.8,2,2.9,1.1,0.9,0.5,1,2,7.2,81.25,48.97959184,40.74074074
1761,Luke Meyer\luke-meyer-2,JR,2016-17,F,Central Michigan,MAC,18.8,2.1,4.2,1.5,2.4,0.6,1.7,1.3,1.6,1.7,3.3,5,0.4,0.3,1.2,0.5,2.5,6.1,81.25,50,35.29411765
1762,Deyshonee Much\deyshonee-much-1,JR,2016-17,G,Iona,MAAC,23.1,3.1,8.5,1.2,3.4,1.8,5.1,0.4,0.5,1,2.9,3.9,2.1,1.4,0.1,1.7,1.7,8.4,80,36.47058824,35.29411765
1763,Nate Renfro\nate-renfro-1,SO,2016-17,F,San Francisco,WCC,23,2.4,4.9,2.2,3.6,0.2,1.3,0.9,2,1.7,3.2,4.9,1.9,1.1,0.8,1.6,2.6,5.9,45,48.97959184,15.38461538
1764,Chris Shields\chris-shields-1,SO,2016-17,F,Longwood,Big South,23.7,2.4,5.3,1.6,3.4,0.8,1.9,0.6,0.8,0.4,2.4,2.8,1.1,0.3,0.2,2.2,2.7,6.1,75,45.28301887,42.10526316
1765,Isaiah Taylor\isaiah-taylor-2,JR,2016-17,G,Stephen F. Austin,Southland,16.7,2,5.4,0.8,1.8,1.3,3.6,1.3,1.7,0.5,1.1,1.6,0.7,0.4,0.3,1.5,1.3,6.6,76.47058824,37.03703704,36.11111111
1766,D.J. Ursery\dj-ursery-1,JR,2016-17,G,Pacific,WCC,16.5,2.4,5.4,2.3,4.9,0.2,0.5,1.3,2.2,0.6,1.8,2.5,1.6,0.2,0,1.2,1.8,6.4,59.09090909,44.44444444,40
1767,Troy Whiteside\troy-whiteside-1,SO,2016-17,G,Cornell,Ivy,22.6,2.8,5.2,2.3,3.9,0.5,1.3,0.7,1,0.6,2.2,2.8,1.4,0.7,0.1,1.3,2.5,6.9,70,53.84615385,38.46153846
1768,Tony Wills\tony-willis-1,SR,2016-17,G,Illinois State,MVC,26.4,2.1,5.6,1.1,2.1,0.9,3.4,0.8,1.2,0.4,2.2,2.6,1.5,1,0.6,0.8,2.4,5.9,66.66666667,37.5,26.47058824
